content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,uppercaseCharCount,specialCharCount
Ok,5,0.5,0.5,Positive,1,1,0
Semakin simpel...,5,0.0,0.0,Positive,2,1,3
"Belanja di superindo, enak, nyaman, cepat pelayanannya, oke semuanya. Top pokoknya.",5,0.5,0.5,Positive,11,2,6
Ok,5,0.5,0.5,Positive,1,1,0
Gabisa daftar akunnnn,3,0.0,0.0,Neutral,3,1,0
Menyenangkan playanan ramah2,5,0.0,0.0,Positive,3,1,0
"Saya suka aplikasi ini, mempermudah belanja dan melihat diskon. Salahnya saya kurang saya tampilan barunya karena berantakan.",3,0.0,0.0,Neutral,17,2,3
Ok banget,5,0.5,0.5,Positive,2,1,0
Mempermudah mencari produk yg promo dgn harga lbh terjangkau,5,0.0,0.0,Positive,9,1,0
Membantu updated harga dan promo yg ada di superindo...good job,5,0.0,0.0,Positive,10,1,3
Belanja nyaman dan kumplit.,5,0.0,0.0,Positive,4,1,1
Ok,5,0.5,0.5,Positive,1,1,0
knp di Mojokerto ga bisa belanja online,1,0.0,0.0,Negative,7,1,0
"Bykin LG promo susu nya dan prozen makanan nugget, sosis",5,0.0,0.0,Positive,10,3,1
Jangan keseringan update,3,0.0,0.0,Neutral,3,1,0
Aplikasi bagusss bangettt. Ngebantu pas ada promo tp cuma keseringan update,5,0.0,0.0,Positive,11,2,1
Good,5,0.7,0.6000000000000001,Positive,1,1,0
Lengkap...nyaman...barang bagus,5,0.0,0.0,Positive,2,1,6
"Apanya yg harus dinilai? App biasa aja,toko jg biasa..harga biasa. Lokasi jauh dr rmh sy. Jd nggak pernah lagi belanja d sini.",3,0.0,0.0,Neutral,22,4,7
Gak bisa masukin barang ke keranjang. Aneh bgt dah,1,0.0,0.0,Negative,9,2,1
senang,5,0.0,0.0,Positive,1,0,0
Aplikasi mysuperindo membantu saya memberikan informasi harga promo dan saya sering mendapatkan discount,5,0.0,0.0,Positive,13,1,0
Superindo ok banget,5,0.5,0.5,Positive,3,1,0
Ok,5,0.5,0.5,Positive,1,1,0
"bagus sih, cuma adain fitur pembayaran tunai juga dong buat yang pengiriman grab ekspress🥲",5,0.0,0.0,Positive,14,0,1
Cara verifikasi nya gimana ini ga bisa aplikasi Superindo sudah saya ke browser juga ga bisa lewat email verifikasi nya,2,0.0,0.0,Negative,20,2,0
Harganya terjangkau,5,0.0,0.0,Positive,2,1,0
Gak guna gak bisa online padahal udh pilih toko yg bisa,1,0.0,0.0,Negative,11,1,0
Pelajannya Ramah kami Puas,5,0.0,0.0,Positive,4,3,0
Apl nya kudu update trs,4,0.0,0.0,Positive,5,1,0
Terlalu sering minta d update...,4,0.0,0.0,Positive,5,1,3
Oke,5,0.0,0.0,Positive,1,1,0
"Pelayan kasir cepat,baik,senang belanja dekat dgn perum",5,0.0,0.0,Positive,7,1,2
byk promo nya rapih packing nya dan mudah digunakan aplikasinya,5,0.0,0.0,Positive,10,0,0
Sangat membantu untuk kebutuhan sehari hari,5,0.0,0.0,Positive,6,1,0
Oke,5,0.0,0.0,Positive,1,1,0
Senang sekali pakai member Superindo JD ringan belanja,5,0.0,0.0,Positive,8,4,0
Membantu,5,0.0,0.0,Positive,1,1,0
Meminta update terus aplikasinya tiap dibuka,2,0.0,0.0,Negative,6,1,0
Selama pakai apk superindo ini bermanfaat buanget semoga rezeki bapak/ ibu dilancarkan terus amiin,5,0.0,0.0,Positive,14,1,1
Cakep,4,0.0,0.0,Positive,1,1,0
Lengkap dan nyaman Supermarketnya,5,0.0,0.0,Positive,4,2,0
Ok,5,0.5,0.5,Positive,1,1,0
"mudah, hemat dan berkualitas 👍",5,0.0,0.0,Positive,5,0,1
Great,5,0.8,0.75,Positive,1,1,0
"Keseringan update, padahal tampilan gak ada bedanya",3,0.0,0.0,Neutral,7,1,1
"Aplikasi terlalu sering minta update, tapi kurang guna juga.. lalu promo di aplikasi tidak mengikuti promo yg ada di katalog..",3,0.0,0.0,Neutral,20,1,5
"apk nya sy instal cuma karna ada membernya, kalo member nya bisa di pisah mending gausah instal ni apk. kenapa? karna males selalu harus di update terus, pdhl baru beres di update 1 minggu yg lalu. kalau untuk promo di WA juga suka ada pemberitahuan dan gak kalah cepat sm yg di apk. tolong untuk developer lebih perbaiki lagi masalah nya biar gak terus""an update padahal masih ky dulu isi apk nya",3,0.0,0.0,Neutral,72,2,7
Selalu ada promo,5,0.0,0.0,Positive,3,1,0
Gaguna,1,0.0,0.0,Negative,1,1,0
"Lengkap, bersih, sering promo",5,0.0,0.0,Positive,4,1,2
Bagus,5,0.0,0.0,Positive,1,1,0
Semoga tambah sukses buat ke depannya,5,0.0,0.0,Positive,6,1,0
Sangat memuaskan belanja di Superindo,5,0.0,0.0,Positive,5,2,0
Belanja di superindo bnyak promo promo yg menanti🫰,5,0.0,0.0,Positive,8,1,0
sangat baik,4,0.0,0.0,Positive,2,0,0
Mantul Beneeerrr,5,0.0,0.0,Positive,2,2,0
Pake aplikasi jadi tahu promo² menariknya superindo,5,0.0,0.0,Positive,7,1,0
Nice app,5,0.6,1.0,Positive,2,1,0
Update mulu,3,0.0,0.0,Neutral,2,1,0
Terlalu sering update,1,0.0,0.0,Negative,3,1,0
Banyak promonya,4,0.0,0.0,Positive,2,1,0
semua barang yg sy cari ada di superindo,5,0.0,0.0,Positive,8,0,0
disuruh update trs padahal sama aja kaya sblmnya,2,0.0,0.0,Negative,8,0,0
Banyak promo,5,0.0,0.0,Positive,2,1,0
Ok bgt,5,0.5,0.5,Positive,2,1,0
Banyak promo kalo akhir bulan..harga nya lebih terjangkau dr supermarket yg lain..dekat dr rumah itu yg penting,5,0.0,0.0,Positive,17,1,4
Ok,5,0.5,0.5,Positive,1,1,0
Good,5,0.7,0.6000000000000001,Positive,1,1,0
Mantappp,5,0.0,0.0,Positive,1,1,0
"Kami sering belanja bulanan disni dkt dng rmh soalny..banyak discount,PWP,tukar bil belanja dng peralatan rmh tangga sll update di aplikasi My Super Indo.. Mantap sukses trs Super Indo salam sehat sll bt semua karyawan 😇🙏👍",5,0.3333333333333333,0.6666666666666666,Positive,35,10,6
"Upgrade terussssss, capekkkkk",1,0.0,0.0,Negative,3,1,1
jl raya Manukan Krajan blok 31 j no 5 Tandes Surabaya toko sumber rejeki,5,0.0,0.0,Positive,14,4,0
Murah lengkap memenuhi kebutuhan harian kitaah,5,0.0,0.0,Positive,6,1,0
pelayanan yang menyenangkan,5,0.0,0.0,Positive,3,0,0
Pokoknya belanja di superindo menyenangkan,5,0.0,0.0,Positive,5,1,0
Mantabbbbbb,5,0.0,0.0,Positive,1,1,0
Saya mau daftar di aplikasi My super indo tidak bisa dari kemarin dan hari ini aplikasi my super indo sudah di update di play store. Tapi kenapa setiap kali saya mau daftar di aplikasi my super indo tidak bisa dan muncul tulisan aplikasi error ?  Mohon di perbaiki aplikasinya ya,3,0.3333333333333333,0.6666666666666666,Neutral,50,4,2
"Mungkin kalo ongkir gratis,kaya toko sebelah, akan lebih banyak konsumen yg berbelanja",5,0.0,0.0,Positive,12,1,2
Mantap,5,0.0,0.0,Positive,1,1,0
"Pelayanan bagus , harganya cukup bersaing , pertahankan terus",5,0.0,0.0,Positive,9,1,2
Sangat membantu untuk mencari info promo di superindo,5,0.0,0.0,Positive,8,1,0
Klo LG promo harga murah dibandingkan toko sebelah 😊😍,5,0.0,0.0,Positive,9,3,0
"Update terus, layout berubah terus kadang kurang nyaman karna terlalu sering",3,0.0,0.0,Neutral,11,1,1
"Sangat membantu kami dalam berbelanja kebutuhan sehari hari, banyak diskonnya lagi u member",5,0.0,0.0,Positive,13,1,1
promo member berguna banget kalo pas dapet diskon lumayan.. malah mending gini ketimbang ngumpulin poin² gitu . cuman aplikasi nya sering minta di update mulu ..hmmm,5,0.0,0.0,Positive,26,0,5
Baik,5,0.0,0.0,Positive,1,1,0
Good,5,0.7,0.6000000000000001,Positive,1,1,0
Superindo selalu fresh n banyak promoo🫶,5,0.3,0.5,Positive,6,1,0
"Tiap buka apk minta update teruss, tau memori nya bnyak gunain yg lain juga, syukur masih mau pke apknya ini",1,0.0,0.0,Negative,20,1,2
"DISURUH PEMBAHARUAN TERUS, HAMPIR TIAP MINGGU DEH PERASAAN",1,0.0,0.0,Negative,8,50,1
Bisa lihat promo,5,0.0,0.0,Positive,3,1,0
Kenapa update melulu😫,4,0.0,0.0,Positive,3,1,0
Ok,5,0.5,0.5,Positive,1,1,0
Terima kasih layanan yang baik sekali,5,0.0,0.0,Positive,6,1,0
Lumayan dapet harga member,5,0.0,0.0,Positive,4,1,0
Ok banget,5,0.5,0.5,Positive,2,1,0
Bisa pesan antar bagus tapi saya belum 0ernah coba,5,0.0,0.0,Positive,9,1,0
Sangat membantu,5,0.0,0.0,Positive,2,1,0
beli sabun cuci sm pewangi disuperindo sering diskon..mantap,4,0.0,0.0,Positive,8,0,2
Kebanyakan update,1,0.0,0.0,Negative,2,1,0
Bagus,5,0.0,0.0,Positive,1,1,0
Sangat membantu,5,0.0,0.0,Positive,2,1,0
Sangat membantu,5,0.0,0.0,Positive,2,1,0
Bgus,5,0.0,0.0,Positive,1,1,0
ga bisa dibuka,1,0.0,0.0,Negative,3,0,0
Gw udah kerja 19 hari tapi gak di gaji asli kecewa gw,1,0.0,0.0,Negative,12,1,0
Lumayan membantu & meringankan dalam berbelanja,5,0.0,0.0,Positive,6,1,1
"dari bertahun2 yg lalu selalu masalahnya sama, promo ga bisa ke load entah di iphone atau android sama saja, updatenya gimana sih? tujuan utama aplikasi itu apa? informasi penting malah ga tampil,masa ga bener bener dari dulu,, coba ganti developer deh,,",1,0.0,0.0,Negative,41,0,9
"Belanja di Superindo sangat menyenangkan krn sgl kebutuhan harian kita ada disana, cuma sedikit lebih mahal dibanding hrg di pasar tradisional.",5,0.0,0.0,Positive,21,2,2
Tempat blnja yg nyaman,5,0.0,0.0,Positive,4,1,0
"Sering zonk pas ambil barang ke toko, di aplikasi udh notif siap untuk diambil Pas kita dateng belum di siapin sama sekali Mana pesen ikan bakar dilasih nya ikan mentah 😮‍💨",1,0.0,0.0,Negative,31,3,1
Lokasi deket dari rumah,5,0.0,0.0,Positive,4,1,0
"Katalog nya kurang besar yaa,, kenapa sihh ga full screen aja tinggal geser?? ribet,, beberapa barang promo juga ga ada di store.",1,0.35,0.55,Negative,22,1,7
Terlalu sering update shg memakan memory lbh banyak. Saran : Untuk katalog promosi di kasih highlight banner depan,4,0.0,0.0,Positive,18,3,2
"Setiap Minggu dulu pasti ke Superindo yakaya Surabaya , karena skrng dah pindah di Jawa barat .. eh baru banget buka di Cipayung... Senang nya bukan main... Terima kasih ya Superindo dimana pun kamu berada pasti ada superindo",5,0.16666666666666666,0.3333333333333333,Positive,38,9,9
aplikasi sangat-2 jelek...error melulu...mohon perhatian-nya,1,0.0,0.0,Negative,5,0,8
Terlalu sering harus update aplikasi,3,0.0,0.0,Neutral,5,1,0
Nyaman murah,5,0.0,0.0,Positive,2,1,0
good,5,0.7,0.6000000000000001,Positive,1,0,0
Cukkup baik pelayananya Isi toko cukup banyak,3,0.0,0.0,Neutral,7,2,0
- ga bisa ubah cara pembayaran atau di batalin lalu ubah cara bayar. - sekali pembayaran gagal. Ini status pembelian yg tadi gagal ga hilang. Jd ga bs melakukan transaksi lagi. - Tambahkan opsi pembayaran cash di tempat jika melakukan pengambilan di toko.,1,0.0,0.0,Negative,43,3,8
Bagus,5,0.0,0.0,Positive,1,1,0
Gimana cara daftarin ya kok ngga bisa?,2,0.0,0.0,Negative,7,1,1
Kwalitas baik dan segar serta pelayanan yang ramah,5,0.0,0.0,Positive,8,1,0
Selalu ada promo,5,0.0,0.0,Positive,3,1,0
Mantap,5,0.0,0.0,Positive,1,1,0
Baahan slalu fresh hrg member murce bgt,5,0.3,0.5,Positive,7,1,0
"Bagus sich, cuma kayaknya manfaat nya nggak banyak. Cuma dpt potongan harga doang. Harusnya kayak dpt poin gt di aplikasi ini. Dan poin nya bs di tuker hadiah gt",5,0.0,0.0,Positive,29,4,4
Barang segar dan harga terjangkau,5,0.0,0.0,Positive,5,1,0
Lemottt mau belanja online susah bener.. 😭😭,1,0.0,0.0,Negative,7,1,2
"Semakin diperbarui semakin ruwet bgt, gbs masuk aplikasi sm sekali",1,0.0,0.0,Negative,10,1,1
"Seringny g bisa dbuka,pdahal drumah ada wifi tpi tertulis tidak ada koneksi internet,pkai paket data pun jg sma😩jd g bs lhat promonya.... 😭",1,0.0,0.0,Negative,23,1,6
BAGUS DAN INFÒRMATIF,5,0.0,0.0,Positive,3,18,0
Super Banget,5,0.3333333333333333,0.6666666666666666,Positive,2,2,0
Jos,5,0.0,0.0,Positive,1,1,0
Mantaaap pasti pasti murah,5,0.0,0.0,Positive,4,1,0
update update terus tapi sama aja. masih cepet info yg ada di grup wa superindo lo. gimana sih.. lebih lengkap juga di grup wa superindo. adminnya jalan lgsg gercep share katalog dan promo.,4,0.0,0.0,Positive,33,0,6
Belanja lebih teratur,5,0.0,0.0,Positive,3,1,0
Sangat membantu,5,0.0,0.0,Positive,2,1,0
Terlalu sering apdet,3,0.0,0.0,Neutral,3,1,0
"Belanja mudah, lengkap dan nyaman",5,0.0,0.0,Positive,5,1,1
Lumayan jadi ada cacatan belanja yang selama ini gak pernah terekam,5,0.0,0.0,Positive,11,1,0
Terimakasih Super Indo karena sering promo saya selalu belanja di Super Indo,5,0.3333333333333333,0.6666666666666666,Positive,12,5,0
"kenapa sering bgt update siii, pas lagi butuh jd harus nunggu update dulu 😔👎🏻",4,0.0,0.0,Positive,14,0,1
"Sangat bermanfaat, terutama kalau ada promo²😄",5,0.0,0.0,Positive,6,1,1
Sangat bagus mempermudah dpt info promo terbaru,5,0.0,0.0,Positive,7,1,0
please deh jangan keseringan update.,3,0.0,0.0,Neutral,5,0,1
Good deals,5,0.7,0.6000000000000001,Positive,2,1,0
Terbantu sekali dg adanya aplikasi ini,5,0.0,0.0,Positive,6,1,0
"Sangat membantu sekali, dan mempermudah untuk melihat promo""nya",5,0.0,0.0,Positive,8,1,2
Perlu di coba produk nya yg murah,5,0.0,0.0,Positive,7,1,0
Sangat menguntungkan 👍🏻👍🏻👍🏻,5,0.0,0.0,Positive,3,1,0
"Aplikasi kontl minta login melulu, mending pake cara jadul aja pake kartu, nyusahin penguna",1,0.0,0.0,Negative,14,1,2
Promonya menarik,5,0.0,0.0,Positive,2,1,0
Update,5,0.0,0.0,Positive,1,1,0
Fitur fiturnya mudah,5,0.0,0.0,Positive,3,1,0
Ckp bagus pelayanannya,3,0.0,0.0,Neutral,3,1,0
Lumayan lah,5,0.0,0.0,Positive,2,1,0
"Nyaman belanja di Superindo, semua tersedia di sini..",5,0.0,0.0,Positive,8,2,3
pelayanan memuaskan,5,0.0,0.0,Positive,2,0,0
Mantap,5,0.0,0.0,Positive,1,1,0
Mantap,5,0.0,0.0,Positive,1,1,0
Kadang Mahal Kadang Murah,5,0.0,0.0,Positive,4,4,0
Informatif dan memudahkan,5,0.0,0.0,Positive,3,1,0
Aplikasi yg bermanfaat..tingkatkan terus,5,0.0,0.0,Positive,4,1,2
"Tempatnya bersih, tertata rapih",5,0.0,0.0,Positive,4,1,1
Mohon tingkatkan opsi payment emoney sprti gopay shopeepay dll,3,0.0,0.0,Neutral,9,1,0
Seger dan murah mantap,5,0.0,0.0,Positive,4,1,0
Keren banget,5,0.0,0.0,Positive,2,1,0
Kenapa hrs.selalu di update ya? Bosen.jadi nya😔,1,0.0,0.0,Negative,7,2,3
Di upgrade terusss ikh. Knp sih,5,0.0,0.0,Positive,6,2,1
Good job,5,0.7,0.6000000000000001,Positive,2,1,0
Bagus,5,0.0,0.0,Positive,1,1,0
Belanja nyaman dan sll ada promo Dan sll up date katalog,5,0.0,0.0,Positive,11,2,0
Sering ada promo,5,0.0,0.0,Positive,3,1,0
"jadi banyak dapetin promonya,, terimakasih,,",5,0.0,0.0,Positive,5,0,4
Sebelum berangkat belanja pastikan cek promo dll. Kalo promo koran harus liat lewat website. Update promo tiap hari senin dan kamis,5,0.0,0.0,Positive,21,3,2
terlalu sering di update aplikasinya lebih mudah yg versi dulu,3,0.0,0.0,Neutral,10,0,0
Mempermudah melihat primo mingguan,4,0.0,0.0,Positive,4,1,0
Sering ada promo di Superindo,5,0.0,0.0,Positive,5,2,0
Oke,5,0.0,0.0,Positive,1,1,0
Harganya sesuqi dgn barang,5,0.0,0.0,Positive,4,1,0
Oke good,5,0.7,0.6000000000000001,Positive,2,1,0
Mantabsss,5,0.0,0.0,Positive,1,1,0
okkkk,5,0.0,0.0,Positive,1,0,0
Klo bs hargaynya miring,5,0.0,0.0,Positive,4,1,0
Bagus ramah,5,0.0,0.0,Positive,2,1,0
"Aplikasi yg sangan membantu, cuma keseringan update, jadi kl mau transaksi pas udah d kasir, tiba2 harus update jadi repot. Lama harus update trus",4,0.0,0.0,Positive,24,2,4
Sebagai saran untuk pengambilan barang bisa memilih diambil sendiri atau pakai ojol. Apabila diambil sendiri bs dikasih pilihan mau diambil kapan dan jam brapa. Karna saya sering beli sampe sana blm siap,3,0.0,0.0,Neutral,32,3,2
"Barang2nya lengkap serta press, sayur, buah buahan, ikan serta daging yg masih segar",5,0.0,0.0,Positive,13,1,3
TERIMA KASIH SUPERINDO,5,0.0,0.0,Positive,3,20,0
Informatif,5,0.0,0.0,Positive,1,1,0
"Perbaharuii terus aplikasinya penuh""n memory",1,0.0,0.0,Negative,5,1,1
Ok,5,0.5,0.5,Positive,1,1,0
Mantab,5,0.0,0.0,Positive,1,1,0
"suka aja belanja di Superindo Karangrejo, bersih, rapi, buah² sllu segar & sllu ada diskon utk member🥰",5,0.0,0.0,Positive,17,2,4
Bagus,5,0.0,0.0,Positive,1,1,0
"Mantap...pelayanannya ramah, super cepat, segala peralatan ataupun perlengkapan rumah tangga tersedia.",5,0.3333333333333333,0.6666666666666666,Positive,11,1,6
Good,4,0.7,0.6000000000000001,Positive,1,1,0
"Km sdh member di Superindo sekitar sethn hrg disupermarket ada promo tiap minggu u/udang vaname,berbagai ikan&brg lainnya boleh coba belanja disupermarket ini",5,0.0,0.0,Positive,22,2,3
Good,5,0.7,0.6000000000000001,Positive,1,1,0
"pelayan ikan bakar payah, pelayanan nya jg kasar",1,0.0,0.0,Negative,8,0,1
Harusny ada roko lah KOCAKKK,1,0.0,0.0,Negative,5,8,0
Tidak bisa mencari barang yang kita butuhkan,1,0.0,0.0,Negative,7,1,0
"aduuuhhh jangan di ganti2 donk menunya,, liat katalog aja susah banget,, g bisa lihat JSM jg sekarang.. awal download gampang,, skrg malah ribet.. meski hanya sekedar lihat katalog😑",3,0.0,0.0,Neutral,28,3,10
"aplikasi SANGAT AMBURADUL. jaringan lancar kencang tp utk ngeload menu ga muncul"".servermu jebol apa gmn?",1,0.0,0.0,Negative,15,15,4
"Dulu2 lancar aja, makin sini kacau banget gak bisa liat promo, aktivitas, katalog semuanya gak bisa di buka,,",1,0.0,0.0,Negative,18,1,5
Membantu info produk murah 👌,5,0.0,0.0,Positive,5,1,0
Tau harga BRG,5,0.0,0.0,Positive,3,4,0
Mening promo lopp,5,0.0,0.0,Positive,3,1,0
Bnyk manfaatnya menjadi member My Super Indo,5,0.3333333333333333,0.6666666666666666,Positive,7,4,0
Please untuk wilayah gresik diberi layaman deliverynya....,5,0.0,0.0,Positive,7,1,4
Saya ganti no hp trus hrs bgmn ?,5,0.0,0.0,Positive,8,1,1
Murah yang di ingunkan selalu ada,5,0.0,0.0,Positive,6,1,0
Bagus dan selalu update Memudahkan pelanggan berbelanja,5,0.0,0.0,Positive,7,2,0
"Selalu d hati,, 🥰🥰",5,0.0,0.0,Positive,4,1,2
peri gud,5,0.0,0.0,Positive,2,0,0
Good,5,0.7,0.6000000000000001,Positive,1,1,0
Superindo sangat membantu mnengah ke bawah harganya..jdi mksh bnyk buat suprindo.,5,0.0,0.0,Positive,11,1,3
Berguna sekali,5,0.0,0.0,Positive,2,1,0
"Refund ke debit BSI Visa sudah sebulan belum masuk, saling lempar tanggung jawab BSI dengan Superindo. Mengecewakan belanja di sini.",1,0.0,0.0,Negative,20,10,3
Dimana mencari promo koran di apk superindo? Tolong munculkan promo koran (senin kamis dan JSM) jg di apk superinfo,3,0.0,0.0,Neutral,19,5,3
Murah,5,0.0,0.0,Positive,1,1,0
Aplikasi bagus bsa belanja datang lansung atau co produk siap anter,5,0.0,0.0,Positive,11,1,0
Lengkap,5,0.0,0.0,Positive,1,1,0
"Promo online dengan promo offline di toko berbeda, lebih bagus promo offline toko. Jika ada kendala sulit komplain nya",1,0.0,0.0,Negative,19,2,2
Sangat membantu utk program promo mingguan,5,0.0,0.0,Positive,6,1,0
ok,5,0.5,0.5,Positive,1,0,0
Mudah dalam aneka kebutuhan,5,0.0,0.0,Positive,4,1,0
Promonya gak byk,3,0.0,0.0,Neutral,3,1,0
Sangat senang dan nyaman belanja di sini,5,0.0,0.0,Positive,7,1,0
Membantuku untuk belanja,5,0.0,0.0,Positive,3,1,0
Sangat terjangkau,5,0.0,0.0,Positive,2,1,0
"Sangat memudahkan sekali untuk berbelanja dari mana saja dan bisa dikirim kemana saja. Hanya saja jika gagal payment, cukup merepotkan karena harus pilih barang lagi dari awal. Sekedar masukan, andai gagal payment, apakah produk bisa otomatis masuk kembali ke keranjang agar memudahkan kami untuk proses payment kembali. Smoga menjadi pertimbangan untuk lebih baik terus kedepan nya. Sukses slalu ya superindo.",5,0.0,0.0,Positive,60,5,8
Mantap,5,0.0,0.0,Positive,1,1,0
Sangat berguna,5,0.0,0.0,Positive,2,1,0
Perbanyak lah barang promo,5,0.0,0.0,Positive,4,1,0
belanja di Superindo harganya lebih murah dan pelayanannya sangat baik...👍👍👍👍👍,5,0.0,0.0,Positive,10,1,3
"Saya sebagai member baru, dengan cara mendownload aplikasi superindo merasa lebih simple.",5,0.0,0.35714285714285715,Positive,12,1,2
Banyak promo nya,5,0.0,0.0,Positive,3,1,0
Good job,5,0.7,0.6000000000000001,Positive,2,1,0
Nnnññ,5,0.0,0.0,Positive,1,1,0
Parkiran luas gratis enak belanja di Superindo,5,0.0,0.0,Positive,7,2,0
utr🏴,5,0.0,0.0,Positive,1,0,0
Kenapa harus update,3,0.0,0.0,Neutral,3,1,0
Ok,5,0.5,0.5,Positive,1,1,0
Seru belanja pakai apk,5,0.0,0.0,Positive,4,1,0
Saya suka fitur digital receipt bikin budgeting jadi lebih mudah dan go green juga,5,-0.1,0.15,Positive,14,1,0
"Dengan download aplikasi ini, lumayan banyak discount belanja di Superindo",5,0.0,0.0,Positive,10,2,1
jos,5,0.0,0.0,Positive,1,0,0
Atif belanja di toko,5,0.0,0.0,Positive,4,1,0
"Bagus sekali aplikasinya, semoga bermanfaat bagi kalian semua ya :D ✨🙌🏻",5,1.0,1.0,Positive,11,2,2
Kebanyakan update,1,0.0,0.0,Negative,2,1,0
Promo sesalu update.. sukses selalu untuk Superindo,5,0.0,0.0,Positive,7,2,2
Ndak bisa liat promo jam Suka sama tampilan yg dulu,4,0.0,0.0,Positive,10,2,0
Terlalu sering pembaruan 😵‍💫😵‍💫😵‍💫,1,0.0,0.0,Negative,4,1,0
Ramah pelayanan nya,5,0.0,0.0,Positive,3,1,0
"Baik sekali aplikasi ini,cuma tak lengkap saja",5,0.0,0.0,Positive,7,1,1
susu.entrasol.promo diskon nya.harus sering sering dooong,5,0.0,0.0,Positive,6,0,3
"ini ada pemberitahuan update lagi ????????!!!! males harus ada update terus , mana hp memori tinggal dikit , terus aja gini sebulan sekali!!! terlalu menyita waktu, aplikasi jadi ga efisien kalo gini.. masa terus aja update2 ? kasihan donk konsumen kalo gini, kasihan yg memori nya sedikit!!!!!! kayanya sengaja bikin ribet ya, padahal aplikasi udah bagus membantu konsumen cari informasi harga di Superindo , sayang sekali dibikin ribet terus😔😔😔😔",1,0.0,0.0,Negative,69,1,30
"Sering offline,sering error",2,0.0,0.0,Negative,3,1,1
Bagus,5,0.0,0.0,Positive,1,1,0
"Sangat membantu, info update harga",5,0.0,0.0,Positive,5,1,1
"Promo katalog sekarang lebih ribet, kembalikan promo katalog seperti jaman 2018 , karena bagi saya aplikasi nya lebih sulit sekarang, dan juga kan sudah ada super ninja dan lagi sekarang pelit banget, mau ambil produk susu bahan kopian aja di kasih 4 pcs, gak bisa 6pcs, makanya saya udah pindah belanja di pasar tradisional aja dan sering juga kasir kurang ramah",2,0.3333333333333333,0.6666666666666666,Negative,61,1,6
"Bagus, memudahkan untuk berbelanja",5,0.0,0.0,Positive,4,1,1
"Berbelanja hemat dan mudah haya dengan sekali klik , memudahkan konsumen untuk berbelanja.jadi para konsumen tidak perlu repot lagi untuk pergi keluar.dengan adanya aplikasi ini kita jadi memudahkan kita semua .jadi sangat bagus",5,0.0,0.0,Positive,33,1,4
Tempat perbelanjaan favorit dan ternyaman pelayanan toppp,5,0.0,0.0,Positive,7,1,0
mantap selalu info promonya,5,0.0,0.0,Positive,4,0,0
Semoga superindo bisa ngumpulin points,5,0.0,0.0,Positive,5,1,0
Selalu fresh dan banyak promo,5,0.3,0.5,Positive,5,1,0
"Supermarket lengkap dan banyak diskon, jaga trus kualitas buah buahannya.👍",5,0.0,0.0,Positive,10,1,2
Kurang lebih info produk secara detsi,4,0.0,0.0,Positive,6,1,0
Mantap..!,5,0.0,0.0,Positive,1,1,3
Tampilan terlalu banyak dan rumit seakan2 ga mau rugi semua harus dilihat,3,0.0,0.0,Neutral,12,1,0
Gak guna,1,0.0,0.0,Negative,2,1,0
Informasinya sangat membantu,5,0.0,0.0,Positive,3,1,0
aplikasi sangat membantu buat kaum rebahan kaya saya kalau mau belanja,4,0.0,0.0,Positive,11,0,0
"Mudah ,terjangkau ,dan tempat nya tdk jg terlalu luas jd enak untuk mengambil barang2 yg di perlukan untuk mengirit waktu ..",5,0.0,0.0,Positive,21,1,4
Mulai terbiasa dengan versi yg baru,5,0.0,0.0,Positive,6,1,0
Tampilan bagus sebelum update...lebih mudah menggunakannya,5,0.0,0.0,Positive,6,1,3
Membantu untuk list belanja,4,0.0,0.0,Positive,4,1,0
Pelayanan dari semua pegawai nya ramah... sehingga nyaman untuk berbelanja,5,0.0,0.0,Positive,10,1,3
Mantab,5,0.0,0.0,Positive,1,1,0
Bagus,5,0.0,0.0,Positive,1,1,0
aplikasi bagus... sangat membantu ibu2,5,0.0,0.0,Positive,5,0,3
Dekat dan hemat,5,0.0,0.0,Positive,3,1,0
Sangat baik membanntu,5,0.0,0.0,Positive,3,1,0
My Super Indo Aplikasi Terbaik 💯,5,0.3333333333333333,0.6666666666666666,Positive,6,5,0
Not bad,4,0.3499999999999999,0.6666666666666666,Positive,2,1,0
"Keren setelah update kalau ada barang yang dibeli jadi gaperlu diclaim lagi,thx",5,0.0,0.0,Positive,12,1,1
"Klu orang yg gamtek seperti saya kurang ngeri gmn cara buka katalog, lebih mudah yg biasa langsung bisa liat katalog",3,0.0,0.0,Neutral,20,1,1
Lebih suka dan terbiasa lebih mudah tampilan sebelum upgrade. Yang sekarang susah memperbesaar dan memperkecil juga menggeser gambar.,5,0.0,0.0,Positive,18,2,2
Kenapa gabisa sama sekali masukin ke cart... aplikasinya better awal... sekarang makin susah dipakenya..,1,0.5,0.5,Negative,14,1,8
Gud,5,0.0,0.0,Positive,1,1,0
Bagus,5,0.0,0.0,Positive,1,1,0
"ini cek kontrol belanja online mau tahu dikirim kapan, dimana ya tombolnya???",1,0.0,0.0,Negative,12,0,4
Baru download dan banyak banget dapet diskon dari superindo semoga pelayanan semakin baik sukses selalu,5,0.0,0.0,Positive,15,1,0
nyaman,5,0.0,0.0,Positive,1,0,0
Ini kenapa aplikasi gk bisa buka katalok promo Harga barang😞😞😞😞,1,0.0,0.0,Negative,10,2,0
