content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sentiment_polarity,sentiment_subjective,wordCount,uppercaseCharCount,specialCharCount,sentiment_rating,tokens,final_tokens,clean_text,polarity_clean,sentiment_clean
Bisa lihat promo,5,0,09.01.000,2024-07-04 18:45:50,,,0.0,0.0,3,1,0,Positive,"['lihat', 'promo']",['lihat'],lihat,0.0,Neutral
Kenapa update melulu😫,4,0,09.01.000,2024-07-04 18:41:25,,,0.0,0.0,3,1,0,Positive,['melulu'],['melulu'],melulu,0.0,Neutral
Ok,5,0,09.01.000,2024-07-04 18:20:25,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
Terima kasih layanan yang baik sekali,5,0,09.01.000,2024-07-04 17:39:32,,,0.0,0.0,6,1,0,Positive,"['terima', 'kasih', 'layan']","['terima', 'kasih']",terima kasih,0.0,Neutral
Lumayan dapet harga member,5,0,10.00.000,2024-07-04 16:53:51,,,0.0,0.0,4,1,0,Positive,"['lumayan', 'dapet', 'harga', 'member']","['lumayan', 'dapet', 'member']",lumayan dapet member,0.0,Neutral
Ok banget,5,0,09.01.000,2024-07-01 17:40:24,,,0.5,0.5,2,1,0,Positive,"['ok', 'banget']",[],,0.0,Neutral
Bisa pesan antar bagus tapi saya belum 0ernah coba,5,0,07.01.000,2024-07-01 08:41:09,,,0.0,0.0,9,1,0,Positive,"['pesan', 'bagus', 'ernah', 'coba']","['pesan', 'coba']",pesan coba,0.0,Neutral
Sangat membantu,5,0,,2024-07-01 08:35:55,,,0.0,0.0,2,1,0,Positive,['bantu'],['bantu'],bantu,0.0,Neutral
beli sabun cuci sm pewangi disuperindo sering diskon..mantap,4,0,08.00.000,2024-06-30 17:54:04,,,0.0,0.0,8,0,2,Positive,"['beli', 'sabun', 'cuci', 'sm', 'wangi', 'disuperindo', 'diskon', 'mantap']","['beli', 'sabun', 'cuci', 'sm', 'disuperindo', 'diskon', 'mantap']",beli sabun cuci sm disuperindo diskon mantap,0.0,Neutral
Kebanyakan update,1,0,,2024-06-29 19:42:09,,,0.0,0.0,2,1,0,Negative,['banyak'],['banyak'],banyak,0.0,Neutral
Bagus,5,0,08.00.000,2024-06-28 17:58:50,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
Sangat membantu,5,0,06.00.000,2024-06-27 14:50:08,,,0.0,0.0,2,1,0,Positive,['bantu'],['bantu'],bantu,0.0,Neutral
Sangat membantu,5,0,09.01.000,2024-06-26 05:27:39,,,0.0,0.0,2,1,0,Positive,['bantu'],['bantu'],bantu,0.0,Neutral
Bgus,5,0,08.00.000,2024-06-25 20:01:51,,,0.0,0.0,1,1,0,Positive,['bgus'],['bgus'],bgus,0.0,Neutral
ga bisa dibuka,1,0,09.01.000,2024-06-25 17:34:47,,,0.0,0.0,3,0,0,Negative,['buka'],[],,0.0,Neutral
Gw udah kerja 19 hari tapi gak di gaji asli kecewa gw,1,0,,2024-06-25 07:08:52,,,0.0,0.0,12,1,0,Negative,"['gw', 'udah', 'kerja', 'gaji', 'asli', 'kecewa', 'gw']","['gw', 'udah', 'kerja', 'gaji', 'asli', 'kecewa', 'gw']",gw udah kerja gaji asli kecewa gw,0.0,Neutral
Lumayan membantu & meringankan dalam berbelanja,5,0,08.00.000,2024-06-24 14:26:24,,,0.0,0.0,6,1,1,Positive,"['lumayan', 'bantu', 'ringan', 'belanja']","['lumayan', 'bantu', 'ringan']",lumayan bantu ringan,0.0,Neutral
"dari bertahun2 yg lalu selalu masalahnya sama, promo ga bisa ke load entah di iphone atau android sama saja, updatenya gimana sih? tujuan utama aplikasi itu apa? informasi penting malah ga tampil,masa ga bener bener dari dulu,, coba ganti developer deh,,",1,1,09.01.000,2024-06-24 12:18:43,,,0.0,0.0,41,0,9,Negative,"['tahun', 'promo', 'load', 'iphone', 'android', 'updatenya', 'gimana', 'tuju', 'utama', 'informasi', 'tampil', 'bener', 'bener', 'coba', 'ganti', 'developer']","['tahun', 'load', 'iphone', 'android', 'updatenya', 'gimana', 'tuju', 'utama', 'informasi', 'tampil', 'bener', 'bener', 'coba', 'ganti', 'developer']",tahun load iphone android updatenya gimana tuju utama informasi tampil bener bener coba ganti developer,0.0,Neutral
"Belanja di Superindo sangat menyenangkan krn sgl kebutuhan harian kita ada disana, cuma sedikit lebih mahal dibanding hrg di pasar tradisional.",5,0,,2024-06-23 14:51:58,,,0.0,0.0,21,2,2,Positive,"['belanja', 'senang', 'sgl', 'butuh', 'hari', 'sana', 'mahal', 'banding', 'hrg', 'pasar', 'tradisional']","['senang', 'butuh', 'hari', 'sana', 'mahal', 'banding', 'hrg', 'pasar', 'tradisional']",senang butuh hari sana mahal banding hrg pasar tradisional,0.0,Neutral
Tempat blnja yg nyaman,5,0,08.00.000,2024-06-23 11:20:48,,,0.0,0.0,4,1,0,Positive,"['blnja', 'nyaman']","['blnja', 'nyaman']",blnja nyaman,0.0,Neutral
"Sering zonk pas ambil barang ke toko, di aplikasi udh notif siap untuk diambil Pas kita dateng belum di siapin sama sekali Mana pesen ikan bakar dilasih nya ikan mentah 😮‍💨",1,0,09.01.000,2024-06-22 18:46:29,,,0.0,0.0,31,3,1,Negative,"['zonk', 'pas', 'ambil', 'barang', 'toko', 'notif', 'ambil', 'pas', 'dateng', 'siapin', 'sen', 'ikan', 'bakar', 'dilasih', 'ikan', 'mentah']","['zonk', 'pas', 'ambil', 'toko', 'notif', 'ambil', 'pas', 'dateng', 'siapin', 'sen', 'ikan', 'bakar', 'ikan', 'mentah']",zonk pas ambil toko notif ambil pas dateng siapin sen ikan bakar ikan mentah,0.0,Neutral
Lokasi deket dari rumah,5,0,08.00.000,2024-06-22 10:38:48,,,0.0,0.0,4,1,0,Positive,"['lokasi', 'deket', 'rumah']","['lokasi', 'deket', 'rumah']",lokasi deket rumah,0.0,Neutral
"Katalog nya kurang besar yaa,, kenapa sihh ga full screen aja tinggal geser?? ribet,, beberapa barang promo juga ga ada di store.",1,3,09.01.000,2024-06-22 07:23:30,,,0.35,0.55,22,1,7,Negative,"['katalog', 'yaa', 'sihh', 'full', 'screen', 'tinggal', 'geser', 'ribet', 'barang', 'promo', 'store']","['katalog', 'yaa', 'sihh', 'full', 'tinggal', 'geser', 'ribet', 'store']",katalog yaa sihh full tinggal geser ribet store,0.35,Positive
Terlalu sering update shg memakan memory lbh banyak. Saran : Untuk katalog promosi di kasih highlight banner depan,4,0,,2024-06-21 18:55:59,,,0.0,0.0,18,3,2,Positive,"['shg', 'makan', 'memory', 'lbh', 'saran', 'katalog', 'promosi', 'kasih', 'highlight', 'banner']","['shg', 'makan', 'memory', 'lbh', 'saran', 'katalog', 'promosi', 'kasih', 'banner']",shg makan memory lbh saran katalog promosi kasih banner,0.0,Neutral
"Setiap Minggu dulu pasti ke Superindo yakaya Surabaya , karena skrng dah pindah di Jawa barat .. eh baru banget buka di Cipayung... Senang nya bukan main... Terima kasih ya Superindo dimana pun kamu berada pasti ada superindo",5,0,08.00.000,2024-06-21 14:53:50,,,0.16666666666666666,0.3333333333333333,38,9,9,Positive,"['minggu', 'yakaya', 'surabaya', 'skrng', 'dah', 'pindah', 'jawa', 'barat', 'eh', 'banget', 'buka', 'cipayung', 'senang', 'main', 'terima', 'kasih', 'mana']","['minggu', 'surabaya', 'skrng', 'dah', 'pindah', 'jawa', 'barat', 'eh', 'cipayung', 'senang', 'main', 'terima', 'kasih', 'mana']",minggu surabaya skrng dah pindah jawa barat eh cipayung senang main terima kasih mana,0.16666666666666666,Positive
aplikasi sangat-2 jelek...error melulu...mohon perhatian-nya,1,0,,2024-06-20 23:36:04,,,0.0,0.0,5,0,8,Negative,"['jelek', 'error', 'melulu', 'mohon', 'perhati']","['jelek', 'error', 'melulu', 'mohon', 'perhati']",jelek error melulu mohon perhati,0.0,Neutral
Terlalu sering harus update aplikasi,3,1,08.00.000,2024-06-20 19:19:45,,,0.0,0.0,5,1,0,Neutral,[],[],,0.0,Neutral
Nyaman murah,5,0,08.00.000,2024-06-20 10:58:48,,,0.0,0.0,2,1,0,Positive,"['nyaman', 'murah']","['nyaman', 'murah']",nyaman murah,0.0,Neutral
good,5,0,09.01.000,2024-06-20 09:33:42,,,0.7,0.6000000000000001,1,0,0,Positive,['good'],['good'],good,0.7,Positive
Cukkup baik pelayananya Isi toko cukup banyak,3,0,08.00.000,2024-06-20 08:54:11,,,0.0,0.0,7,2,0,Neutral,"['cukkup', 'pelayananya', 'isi', 'toko']","['pelayananya', 'isi', 'toko']",pelayananya isi toko,0.0,Neutral
- ga bisa ubah cara pembayaran atau di batalin lalu ubah cara bayar. - sekali pembayaran gagal. Ini status pembelian yg tadi gagal ga hilang. Jd ga bs melakukan transaksi lagi. - Tambahkan opsi pembayaran cash di tempat jika melakukan pengambilan di toko.,1,2,09.01.000,2024-06-19 17:51:06,,,0.0,0.0,43,3,8,Negative,"['ubah', 'bayar', 'batalin', 'ubah', 'bayar', 'bayar', 'gagal', 'status', 'beli', 'gagal', 'hilang', 'transaksi', 'tambah', 'opsi', 'bayar', 'cash', 'ambil', 'toko']","['ubah', 'bayar', 'batalin', 'ubah', 'bayar', 'bayar', 'gagal', 'status', 'beli', 'gagal', 'hilang', 'transaksi', 'tambah', 'opsi', 'bayar', 'cash', 'ambil', 'toko']",ubah bayar batalin ubah bayar bayar gagal status beli gagal hilang transaksi tambah opsi bayar cash ambil toko,0.0,Neutral
Bagus,5,0,05.03.000,2024-06-19 14:22:09,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
Gimana cara daftarin ya kok ngga bisa?,2,0,09.01.000,2024-06-19 13:36:21,,,0.0,0.0,7,1,1,Negative,"['gimana', 'daftarin', 'ngga']","['gimana', 'ngga']",gimana ngga,0.0,Neutral
Kwalitas baik dan segar serta pelayanan yang ramah,5,0,09.01.000,2024-06-19 10:47:37,,,0.0,0.0,8,1,0,Positive,"['kwalitas', 'segar', 'layan', 'ramah']","['kwalitas', 'segar', 'ramah']",kwalitas segar ramah,0.0,Neutral
Selalu ada promo,5,0,08.00.000,2024-06-19 09:04:44,,,0.0,0.0,3,1,0,Positive,['promo'],[],,0.0,Neutral
Mantap,5,0,08.00.000,2024-06-19 08:11:07,,,0.0,0.0,1,1,0,Positive,['mantap'],['mantap'],mantap,0.0,Neutral
Baahan slalu fresh hrg member murce bgt,5,0,08.00.000,2024-06-18 18:05:04,,,0.3,0.5,7,1,0,Positive,"['baahan', 'slalu', 'fresh', 'hrg', 'member', 'murce', 'banget']","['slalu', 'fresh', 'hrg', 'member', 'murce']",slalu fresh hrg member murce,0.3,Positive
"Bagus sich, cuma kayaknya manfaat nya nggak banyak. Cuma dpt potongan harga doang. Harusnya kayak dpt poin gt di aplikasi ini. Dan poin nya bs di tuker hadiah gt",5,1,,2024-06-18 07:59:38,,,0.0,0.0,29,4,4,Positive,"['bagus', 'sich', 'kayak', 'manfaat', 'nggak', 'dpt', 'potong', 'harga', 'doang', 'kayak', 'dpt', 'poin', 'gt', 'poin', 'tuker', 'hadiah', 'gt']","['sich', 'kayak', 'manfaat', 'nggak', 'dpt', 'potong', 'doang', 'kayak', 'dpt', 'poin', 'gt', 'poin', 'tuker', 'hadiah', 'gt']",sich kayak manfaat nggak dpt potong doang kayak dpt poin gt poin tuker hadiah gt,0.0,Neutral
Barang segar dan harga terjangkau,5,0,08.00.000,2024-06-17 16:56:44,,,0.0,0.0,5,1,0,Positive,"['barang', 'segar', 'harga', 'jangkau']","['segar', 'jangkau']",segar jangkau,0.0,Neutral
Lemottt mau belanja online susah bener.. 😭😭,1,0,09.01.000,2024-06-17 12:47:08,,,0.0,0.0,7,1,2,Negative,"['lemottt', 'belanja', 'online', 'susah', 'bener']","['lemottt', 'online', 'susah', 'bener']",lemottt online susah bener,0.0,Neutral
"Semakin diperbarui semakin ruwet bgt, gbs masuk aplikasi sm sekali",1,2,09.01.000,2024-06-17 11:16:48,,,0.0,0.0,10,1,1,Negative,"['baru', 'ruwet', 'banget', 'gbs', 'masuk', 'sm']","['baru', 'ruwet', 'gbs', 'masuk', 'sm']",baru ruwet gbs masuk sm,0.0,Neutral
"Seringny g bisa dbuka,pdahal drumah ada wifi tpi tertulis tidak ada koneksi internet,pkai paket data pun jg sma😩jd g bs lhat promonya.... 😭",1,1,08.00.000,2024-06-17 09:17:53,,,0.0,0.0,23,1,6,Negative,"['seringny', 'g', 'dbuka', 'pdahal', 'drumah', 'wifi', 'tpi', 'tulis', 'koneksi', 'internet', 'pkai', 'paket', 'data', 'sma', 'g', 'lhat', 'promonya']","['g', 'dbuka', 'pdahal', 'wifi', 'tpi', 'tulis', 'koneksi', 'internet', 'pkai', 'paket', 'data', 'sma', 'g', 'promonya']",g dbuka pdahal wifi tpi tulis koneksi internet pkai paket data sma g promonya,0.0,Neutral
BAGUS DAN INFÒRMATIF,5,0,08.00.000,2024-06-17 08:57:48,,,0.0,0.0,3,18,0,Positive,"['bagus', 'inf', 'rmatif']",[],,0.0,Neutral
Super Banget,5,0,08.00.000,2024-06-17 08:06:37,,,0.3333333333333333,0.6666666666666666,2,2,0,Positive,"['super', 'banget']",[],,0.0,Neutral
Jos,5,0,,2024-06-17 08:04:43,,,0.0,0.0,1,1,0,Positive,['jos'],['jos'],jos,0.0,Neutral
Mantaaap pasti pasti murah,5,0,08.00.000,2024-06-17 07:02:25,,,0.0,0.0,4,1,0,Positive,"['mantaaap', 'murah']","['mantaaap', 'murah']",mantaaap murah,0.0,Neutral
update update terus tapi sama aja. masih cepet info yg ada di grup wa superindo lo. gimana sih.. lebih lengkap juga di grup wa superindo. adminnya jalan lgsg gercep share katalog dan promo.,4,50,09.01.000,2024-06-16 18:47:28,,,0.0,0.0,33,0,6,Positive,"['cepet', 'info', 'grup', 'wa', 'lo', 'gimana', 'lengkap', 'grup', 'wa', 'adminnya', 'jalan', 'lgsg', 'gercep', 'share', 'katalog', 'promo']","['cepet', 'info', 'grup', 'wa', 'lo', 'gimana', 'lengkap', 'grup', 'wa', 'adminnya', 'jalan', 'lgsg', 'gercep', 'share', 'katalog']",cepet info grup wa lo gimana lengkap grup wa adminnya jalan lgsg gercep share katalog,0.0,Neutral
Belanja lebih teratur,5,0,09.01.000,2024-06-16 17:50:31,,,0.0,0.0,3,1,0,Positive,"['belanja', 'atur']",['atur'],atur,0.0,Neutral
Sangat membantu,5,0,08.00.000,2024-06-16 17:40:32,,,0.0,0.0,2,1,0,Positive,['bantu'],['bantu'],bantu,0.0,Neutral
Terlalu sering apdet,3,0,08.00.000,2024-06-16 16:23:52,,,0.0,0.0,3,1,0,Neutral,['apdet'],['apdet'],apdet,0.0,Neutral
"Belanja mudah, lengkap dan nyaman",5,0,08.00.000,2024-06-16 13:55:14,,,0.0,0.0,5,1,1,Positive,"['belanja', 'mudah', 'lengkap', 'nyaman']","['mudah', 'lengkap', 'nyaman']",mudah lengkap nyaman,0.0,Neutral
Lumayan jadi ada cacatan belanja yang selama ini gak pernah terekam,5,0,08.00.000,2024-06-16 13:09:52,,,0.0,0.0,11,1,0,Positive,"['lumayan', 'cacat', 'belanja', 'rekam']","['lumayan', 'cacat']",lumayan cacat,0.0,Neutral
Terimakasih Super Indo karena sering promo saya selalu belanja di Super Indo,5,2,08.00.000,2024-06-16 05:10:03,,,0.3333333333333333,0.6666666666666666,12,5,0,Positive,"['terimakasih', 'super', 'indo', 'promo', 'belanja', 'super', 'indo']","['terimakasih', 'indo', 'indo']",terimakasih indo indo,0.0,Neutral
"kenapa sering bgt update siii, pas lagi butuh jd harus nunggu update dulu 😔👎🏻",4,0,08.00.000,2024-06-15 14:48:24,,,0.0,0.0,14,0,1,Positive,"['banget', 'siii', 'pas', 'butuh', 'nunggu']","['pas', 'butuh', 'nunggu']",pas butuh nunggu,0.0,Neutral
"Sangat bermanfaat, terutama kalau ada promo²😄",5,1,08.00.000,2024-06-15 14:17:42,,,0.0,0.0,6,1,1,Positive,"['manfaat', 'promo']",['manfaat'],manfaat,0.0,Neutral
Sangat bagus mempermudah dpt info promo terbaru,5,0,,2024-06-15 13:28:54,,,0.0,0.0,7,1,0,Positive,"['bagus', 'mudah', 'dpt', 'info', 'promo', 'baru']","['mudah', 'dpt', 'info', 'baru']",mudah dpt info baru,0.0,Neutral
please deh jangan keseringan update.,3,0,08.00.000,2024-06-15 11:10:40,,,0.0,0.0,5,0,1,Neutral,"['please', 'sering']","['please', 'sering']",please sering,0.0,Neutral
Good deals,5,0,08.00.000,2024-06-15 10:29:46,,,0.7,0.6000000000000001,2,1,0,Positive,"['good', 'deals']",['good'],good,0.7,Positive
Terbantu sekali dg adanya aplikasi ini,5,0,08.00.000,2024-06-15 09:52:35,,,0.0,0.0,6,1,0,Positive,"['bantu', 'dg']","['bantu', 'dg']",bantu dg,0.0,Neutral
"Sangat membantu sekali, dan mempermudah untuk melihat promo""nya",5,0,05.03.000,2024-06-15 09:10:01,,,0.0,0.0,8,1,2,Positive,"['bantu', 'mudah', 'promo']","['bantu', 'mudah']",bantu mudah,0.0,Neutral
Perlu di coba produk nya yg murah,5,0,09.01.000,2024-06-15 09:05:42,,,0.0,0.0,7,1,0,Positive,"['coba', 'produk', 'murah']","['coba', 'produk', 'murah']",coba produk murah,0.0,Neutral
Sangat menguntungkan 👍🏻👍🏻👍🏻,5,0,08.00.000,2024-06-15 08:42:44,,,0.0,0.0,3,1,0,Positive,['untung'],['untung'],untung,0.0,Neutral
"Aplikasi kontl minta login melulu, mending pake cara jadul aja pake kartu, nyusahin penguna",1,1,09.01.000,2024-06-15 06:58:45,,,0.0,0.0,14,1,2,Negative,"['kontl', 'login', 'melulu', 'mending', 'pake', 'jadul', 'pake', 'kartu', 'nyusahin', 'penguna']","['login', 'melulu', 'mending', 'pake', 'jadul', 'pake', 'kartu', 'nyusahin', 'penguna']",login melulu mending pake jadul pake kartu nyusahin penguna,0.0,Neutral
Promonya menarik,5,0,08.00.000,2024-06-15 03:53:21,,,0.0,0.0,2,1,0,Positive,"['promonya', 'tarik']","['promonya', 'tarik']",promonya tarik,0.0,Neutral
Update,5,0,08.00.000,2024-06-14 23:09:25,,,0.0,0.0,1,1,0,Positive,[],[],,0.0,Neutral
Fitur fiturnya mudah,5,0,08.00.000,2024-06-14 21:42:14,,,0.0,0.0,3,1,0,Positive,"['fitur', 'fiturnya', 'mudah']","['fitur', 'fiturnya', 'mudah']",fitur fiturnya mudah,0.0,Neutral
Ckp bagus pelayanannya,3,0,08.00.000,2024-06-14 12:10:08,,,0.0,0.0,3,1,0,Neutral,"['ckp', 'bagus', 'layan']",[],,0.0,Neutral
Lumayan lah,5,0,08.00.000,2024-06-14 11:08:36,,,0.0,0.0,2,1,0,Positive,['lumayan'],['lumayan'],lumayan,0.0,Neutral
"Nyaman belanja di Superindo, semua tersedia di sini..",5,0,08.00.000,2024-06-14 10:06:58,,,0.0,0.0,8,2,3,Positive,"['nyaman', 'belanja', 'sedia']","['nyaman', 'sedia']",nyaman sedia,0.0,Neutral
pelayanan memuaskan,5,0,,2024-06-14 05:15:02,,,0.0,0.0,2,0,0,Positive,"['layan', 'muas']",['muas'],muas,0.0,Neutral
Mantap,5,0,08.00.000,2024-06-13 21:19:40,,,0.0,0.0,1,1,0,Positive,['mantap'],['mantap'],mantap,0.0,Neutral
Mantap,5,0,08.00.000,2024-06-13 19:27:31,,,0.0,0.0,1,1,0,Positive,['mantap'],['mantap'],mantap,0.0,Neutral
Kadang Mahal Kadang Murah,5,0,08.00.000,2024-06-13 18:39:48,,,0.0,0.0,4,4,0,Positive,"['kadang', 'mahal', 'kadang', 'murah']","['kadang', 'mahal', 'kadang', 'murah']",kadang mahal kadang murah,0.0,Neutral
Informatif dan memudahkan,5,0,09.01.000,2024-06-13 18:10:22,,,0.0,0.0,3,1,0,Positive,"['informatif', 'mudah']","['informatif', 'mudah']",informatif mudah,0.0,Neutral
Aplikasi yg bermanfaat..tingkatkan terus,5,0,08.00.000,2024-06-13 17:56:30,,,0.0,0.0,4,1,2,Positive,"['manfaat', 'tingkat']","['manfaat', 'tingkat']",manfaat tingkat,0.0,Neutral
"Tempatnya bersih, tertata rapih",5,0,09.01.000,2024-06-13 16:16:12,,,0.0,0.0,4,1,1,Positive,"['tempat', 'bersih', 'tata', 'rapih']","['tempat', 'bersih', 'tata', 'rapih']",tempat bersih tata rapih,0.0,Neutral
Mohon tingkatkan opsi payment emoney sprti gopay shopeepay dll,3,0,08.00.000,2024-06-13 15:00:52,,,0.0,0.0,9,1,0,Neutral,"['mohon', 'tingkat', 'opsi', 'payment', 'emoney', 'sprti', 'gopay', 'shopeepay', 'dll']","['mohon', 'tingkat', 'opsi', 'payment', 'sprti', 'gopay', 'shopeepay', 'dll']",mohon tingkat opsi payment sprti gopay shopeepay dll,0.0,Neutral
Seger dan murah mantap,5,0,08.00.000,2024-06-13 14:16:39,,,0.0,0.0,4,1,0,Positive,"['seger', 'murah', 'mantap']","['seger', 'murah', 'mantap']",seger murah mantap,0.0,Neutral
Keren banget,5,0,08.00.000,2024-06-13 13:46:59,,,0.0,0.0,2,1,0,Positive,"['keren', 'banget']",['keren'],keren,0.0,Neutral
Kenapa hrs.selalu di update ya? Bosen.jadi nya😔,1,1,08.00.000,2024-06-13 13:26:51,,,0.0,0.0,7,2,3,Negative,"['hrs', 'bosen']","['hrs', 'bosen']",hrs bosen,0.0,Neutral
Di upgrade terusss ikh. Knp sih,5,0,2.0.1,2024-06-13 12:18:44,,,0.0,0.0,6,2,1,Positive,"['upgrade', 'terusss', 'ikh', 'knp']","['upgrade', 'terusss', 'knp']",upgrade terusss knp,0.0,Neutral
Good job,5,0,08.00.000,2024-06-13 11:06:17,,,0.7,0.6000000000000001,2,1,0,Positive,"['good', 'job']","['good', 'job']",good job,0.7,Positive
Bagus,5,0,08.00.000,2024-06-13 11:01:40,,,0.0,0.0,1,1,0,Positive,['bagus'],[],,0.0,Neutral
Belanja nyaman dan sll ada promo Dan sll up date katalog,5,0,08.00.000,2024-06-13 10:26:33,,,0.0,0.0,11,2,0,Positive,"['belanja', 'nyaman', 'sll', 'promo', 'sll', 'up', 'date', 'katalog']","['nyaman', 'sll', 'sll', 'up', 'date', 'katalog']",nyaman sll sll up date katalog,0.0,Neutral
Sering ada promo,5,0,09.01.000,2024-06-13 10:19:45,,,0.0,0.0,3,1,0,Positive,['promo'],[],,0.0,Neutral
"jadi banyak dapetin promonya,, terimakasih,,",5,0,08.00.000,2024-06-13 09:30:28,,,0.0,0.0,5,0,4,Positive,"['dapetin', 'promonya', 'terimakasih']","['dapetin', 'promonya', 'terimakasih']",dapetin promonya terimakasih,0.0,Neutral
Sebelum berangkat belanja pastikan cek promo dll. Kalo promo koran harus liat lewat website. Update promo tiap hari senin dan kamis,5,1,08.00.000,2024-06-13 08:53:14,,,0.0,0.0,21,3,2,Positive,"['berangkat', 'belanja', 'pasti', 'cek', 'promo', 'dll', 'promo', 'koran', 'liat', 'website', 'promo', 'senin', 'kamis']","['berangkat', 'pasti', 'cek', 'dll', 'koran', 'liat', 'website', 'senin', 'kamis']",berangkat pasti cek dll koran liat website senin kamis,0.0,Neutral
terlalu sering di update aplikasinya lebih mudah yg versi dulu,3,4,09.01.000,2024-06-13 07:10:23,,,0.0,0.0,10,0,0,Neutral,"['aplikasi', 'mudah']","['aplikasi', 'mudah']",aplikasi mudah,0.0,Neutral
Mempermudah melihat primo mingguan,4,0,08.00.000,2024-06-13 05:35:28,,,0.0,0.0,4,1,0,Positive,"['mudah', 'primo', 'minggu']","['mudah', 'primo', 'minggu']",mudah primo minggu,0.0,Neutral
Sering ada promo di Superindo,5,0,08.00.000,2024-06-13 04:32:25,,,0.0,0.0,5,2,0,Positive,['promo'],[],,0.0,Neutral
Oke,5,0,08.00.000,2024-06-13 03:11:00,,,0.0,0.0,1,1,0,Positive,['oke'],['oke'],oke,0.0,Neutral
Harganya sesuqi dgn barang,5,0,06.00.000,2024-06-12 23:16:18,,,0.0,0.0,4,1,0,Positive,"['harga', 'sesuqi', 'barang']",[],,0.0,Neutral
Oke good,5,0,08.00.000,2024-06-12 22:53:23,,,0.7,0.6000000000000001,2,1,0,Positive,"['oke', 'good']","['oke', 'good']",oke good,0.7,Positive
Mantabsss,5,0,08.00.000,2024-06-12 21:57:20,,,0.0,0.0,1,1,0,Positive,['mantabsss'],[],,0.0,Neutral
okkkk,5,0,08.00.000,2024-06-12 19:16:27,,,0.0,0.0,1,0,0,Positive,['okkkk'],['okkkk'],okkkk,0.0,Neutral
Klo bs hargaynya miring,5,0,09.01.000,2024-06-12 18:41:19,,,0.0,0.0,4,1,0,Positive,"['klo', 'hargaynya', 'miring']","['klo', 'miring']",klo miring,0.0,Neutral
Bagus ramah,5,0,05.03.000,2024-06-11 22:31:27,,,0.0,0.0,2,1,0,Positive,"['bagus', 'ramah']",['ramah'],ramah,0.0,Neutral
"Aplikasi yg sangan membantu, cuma keseringan update, jadi kl mau transaksi pas udah d kasir, tiba2 harus update jadi repot. Lama harus update trus",4,45,09.01.000,2024-06-11 17:56:21,,,0.0,0.0,24,2,4,Positive,"['sangan', 'bantu', 'sering', 'kl', 'transaksi', 'pas', 'udah', 'd', 'kasir', 'repot', 'trus']","['sangan', 'bantu', 'sering', 'kl', 'transaksi', 'pas', 'udah', 'd', 'kasir', 'repot', 'trus']",sangan bantu sering kl transaksi pas udah d kasir repot trus,0.0,Neutral
Sebagai saran untuk pengambilan barang bisa memilih diambil sendiri atau pakai ojol. Apabila diambil sendiri bs dikasih pilihan mau diambil kapan dan jam brapa. Karna saya sering beli sampe sana blm siap,3,1,08.00.000,2024-06-11 09:24:51,,,0.0,0.0,32,3,2,Neutral,"['saran', 'ambil', 'barang', 'pilih', 'ambil', 'pakai', 'ojol', 'ambil', 'kasih', 'pilih', 'ambil', 'jam', 'brapa', 'karna', 'beli', 'sampe']","['saran', 'ambil', 'pilih', 'ambil', 'pakai', 'ojol', 'ambil', 'kasih', 'pilih', 'ambil', 'jam', 'brapa', 'karna', 'beli', 'sampe']",saran ambil pilih ambil pakai ojol ambil kasih pilih ambil jam brapa karna beli sampe,0.0,Neutral
"Barang2nya lengkap serta press, sayur, buah buahan, ikan serta daging yg masih segar",5,0,07.01.000,2024-06-10 11:36:13,,,0.0,0.0,13,1,3,Positive,"['barang', 'lengkap', 'press', 'sayur', 'buah', 'buah', 'ikan', 'daging', 'segar']","['lengkap', 'press', 'sayur', 'buah', 'buah', 'ikan', 'daging', 'segar']",lengkap press sayur buah buah ikan daging segar,0.0,Neutral
TERIMA KASIH SUPERINDO,5,0,05.01.000,2024-06-09 19:13:36,,,0.0,0.0,3,20,0,Positive,"['terima', 'kasih']","['terima', 'kasih']",terima kasih,0.0,Neutral
Informatif,5,0,05.03.000,2024-06-07 12:11:13,,,0.0,0.0,1,1,0,Positive,['informatif'],['informatif'],informatif,0.0,Neutral
"Perbaharuii terus aplikasinya penuh""n memory",1,0,08.00.000,2024-06-06 20:26:23,,,0.0,0.0,5,1,1,Negative,"['perbaharuii', 'aplikasi', 'penuh', 'n', 'memory']","['perbaharuii', 'aplikasi', 'penuh', 'n', 'memory']",perbaharuii aplikasi penuh n memory,0.0,Neutral
Ok,5,0,,2024-06-06 08:20:18,,,0.5,0.5,1,1,0,Positive,['ok'],[],,0.0,Neutral
Mantab,5,0,08.00.000,2024-06-05 13:41:47,,,0.0,0.0,1,1,0,Positive,['mantab'],['mantab'],mantab,0.0,Neutral
