content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,uppercaseCharCount,specialCharCount
Aplikasi sampah tidak pernah di perbaiki bug yg terdapat di aplikasi ini. Saat membuka aplikasi ini gambar tidak muncul loading lama akhirnya ngebug. Kalau GK niat bikin aplikasi mending di hapus aja.,1,0.0,0.0,Negative,32,5,3
sy gk bisa kirim nya,5,0.0,0.0,Positive,5,0,0
Good,3,0.7,0.6000000000000001,Neutral,1,1,0
belanja di Superindo lebih banyak produknya..tolong promo produknya lebih banyak lagi..kasih notif ke kostumer,4,0.0,0.0,Positive,14,1,4
mantapppp,5,0.0,0.0,Positive,1,0,0
ada promo setiap hari,5,0.0,0.0,Positive,4,0,0
ok sip,5,0.5,0.5,Positive,2,0,0
"Perhitungan stok suka salah dan banyak kosong, proses refund sulit dan tidak jelas",3,0.0,0.0,Neutral,13,1,1
sangat puas belanja di SuperIndo.sangat lengkap belanja disini.,5,0.0,0.0,Positive,8,2,2
"percuma ada kode promo pas dipakai gak bisa di bayar, pas promonya dilepas baru bisa dibayar wkwkkw kocak",1,0.0,0.0,Negative,18,0,1
Ok,5,0.5,0.5,Positive,1,1,0
pelayanan prima,5,0.0,0.0,Positive,2,0,0
"Sudah cari-cari barang tapi pas mau checkout keranjang kosong. Tulisannya tidak ada koneksi. Kirain karena aplikasinya harus diupdate, tapi tidak ada update di ps. Developernya bisa checking ulang aps-nya, wasting time soalnya kalo begini terus.",3,0.0,0.0,Neutral,35,4,8
cukup membantu,5,0.0,0.0,Positive,2,0,0
"pelayanan sudah bagus,,haraga terjangkau apalagi kalau diskon sangat membantu",5,0.0,0.0,Positive,9,0,2
aplikasi sering error,3,0.0,0.0,Neutral,3,0,0
pelayananya ramah,5,0.0,0.0,Positive,2,0,0
kerennn,5,0.0,0.0,Positive,1,0,0
"murah, pengiriman cepat",5,0.0,0.0,Positive,3,0,1
ok lah 👍,5,0.5,0.5,Positive,3,0,0
menyenangkan,5,0.0,0.0,Positive,1,0,0
ini keluar keluar terus dari aplikasi. kenapa ya?,1,0.0,0.0,Negative,8,0,2
produk2 yg ditawarkan sll baik..d sll beryebaran discont,5,0.0,0.0,Positive,8,0,2
Terimakasih Superindo...sudah banyak membantu,5,0.0,0.0,Positive,4,2,3
sukses selalu superindo,5,0.0,0.0,Positive,3,0,0
okeee,5,0.0,0.0,Positive,1,0,0
"info lngkap,pelayanan ramah,pokoknya puas blanja di superindo",5,0.0,0.0,Positive,7,0,2
bagus,5,0.0,0.0,Positive,1,0,0
"aplikasinya sering lemot, pdhl sinyal bagus",4,0.0,0.0,Positive,6,0,1
banyak promonyaaaa,5,0.0,0.0,Positive,2,0,0
selalu murahh bgt kalo promo diskon ❤️,5,0.0,0.0,Positive,7,0,0
jadi tau promo terbaru,5,0.0,0.0,Positive,4,0,0
senang,5,0.0,0.0,Positive,1,0,0
aplikasi membantu sekali,5,0.0,0.0,Positive,3,0,0
tambahkan fitur riwayat belanja dong..,2,0.0,0.0,Negative,5,0,2
Mantap,5,0.0,0.0,Positive,1,1,0
senang dan pas belanja disini,5,0.0,0.0,Positive,5,0,0
murah dan banyak promo pastinya hehe,5,0.0,0.0,Positive,6,0,0
ok,4,0.5,0.5,Positive,1,0,0
keren,5,0.0,0.0,Positive,1,0,0
"pada tgl. 21 Agustus 2025 pukul 18.44 saya berbelanja di Superindo Puri Surya Jaya Sidoarjo, di display barang diskon saya ambil 2 bh S.O.S pencuci piring dg harga yg tertera Rp7.500,- namun pd saat di kasir2 ternyata setelah di cek harganya Rp10.900,-an. Kata kasir itu harga tebus murah padahal saya tanya ke petugas yg ada di area barang benar harganya Rp7.500,- mulai tgl.21-27 Agustus 2025, seharusnya papan harga di display = hrg di kasir kalo beda itu namanya penipuan thp konsumen.",2,0.0,0.0,Negative,81,14,20
Setiap Minggu di update tapi g bisa masuk untuk belanja knp ini aplikasi,3,0.0,0.0,Neutral,13,2,0
ok,5,0.5,0.5,Positive,1,0,0
Alhamdulillah dengan adanya my super indo kami sangat terbantu untuk mengetahui produk apa saja yang sedang promo,5,0.3333333333333333,0.6666666666666666,Positive,17,1,0
niat ga sih bikin aplikasi ko makin jelek aja !!!!!!!,1,0.0,0.0,Negative,10,0,7
ok,4,0.5,0.5,Positive,1,0,0
oke,5,0.0,0.0,Positive,1,0,0
bagus,4,0.0,0.0,Positive,1,0,0
"aplikasinya kalo lagi dibuka suka menyebabkan hp sy hank, pdhl kalo buka aplikasi lain hp saya aman2 aja",4,0.0,0.0,Positive,18,0,1
Dekat dari Rumah,5,0.0,0.0,Positive,3,2,0
belanja lebih menyenangkan dan komplit,5,0.0,0.0,Positive,5,0,0
sangat ok promo promonya😍,5,0.5,0.5,Positive,4,0,0
Sebagian barang yg di jual dpt potongan harga tp utk semua ikan laut jarang dpt pot.harga terutama ikan kembung banjar krn setiap hr kamis sy belanja di sini.,5,0.0,0.0,Positive,28,1,2
keren,4,0.0,0.0,Positive,1,0,0
sejauh ini lancar tidak pernah ngadat,5,0.0,0.0,Positive,6,0,0
pelayanan ramah... selalu senyum,5,0.0,0.0,Positive,4,0,3
"banyak promo2nya, cabangnya banyak & barang2nya lengkap, terjangkau harganya di semua kalangan",5,0.0,0.0,Positive,12,0,3
Belanja lebih hemat 👍🏻👍🏻,5,0.0,0.0,Positive,4,1,0
"Banyak diskon bro ,murah murah .",5,0.0,0.0,Positive,6,1,2
pelayanan baik,5,0.0,0.0,Positive,2,0,0
ok fresh kl gk sempat belanja krn kerja,5,0.4,0.5,Positive,8,0,0
okeeee bangettt member dpt hadiah teruusss,5,0.0,0.0,Positive,6,0,0
"Setelah update, malah g bisa dibuka sama sekali",3,0.0,0.0,Neutral,8,1,1
keren,5,0.0,0.0,Positive,1,0,0
"ADA KELUHAN, DM DAN INBOX DI APLIKASI & MEDSOS GA PERNAH DIBACA!!!",1,0.0,0.0,Negative,12,50,5
halo my Superindo ini kenapa yaa kok jadi gak bisa pesan online lewat aplikasi? padahal udah paling update ini aplikasinya,1,0.0,0.0,Negative,20,1,1
sangat tidak memuaskan layanannya cuek tidak membantu sama sekali,1,0.0,0.0,Negative,9,0,0
"susah neh baut komplain jika pesanan tidak lengkap,menghubungi email ga ada balasan,lewat wa ga dibalesin.",1,0.0,0.0,Negative,15,0,3
"gak bisa nambahin belanjaan, keranjang kosong padahal udah pilih barang",3,0.0,0.0,Neutral,10,0,1
lagi mencoba pakai ini,5,0.0,0.0,Positive,4,0,0
kenapa kalo pake wifi tampilan katalognya tidak mau keluar ya ?,3,0.0,0.0,Neutral,11,0,1
mantap,5,0.0,0.0,Positive,1,0,0
ok,5,0.5,0.5,Positive,1,0,0
pelayanan baik dan banyak promo dan diskon 😁👍,5,0.0,0.0,Positive,8,0,0
"Aplikasi ini bilangnya error internet terus di hp2 Samsung keluaran 2018 dan 2025. Tidak bisa login, tidak bisa reload. VPN on dan off, sama saja.",1,0.0,0.0,Negative,25,6,5
"nyoba buat instal app ini karena biar gampang. mau belanja tanpa harus keluar rumah. pas mau belanja cek keranjang selalu ""tidak ada koneksi internet"" padahal pake wifi nyoba pake internet biasa tetep ga bisa. ini kenapa ya?",1,0.0,0.0,Negative,37,0,6
sip pelayanan ya,5,0.0,0.0,Positive,3,0,0
"aplikasi gajelas, city not supported apalahhhh",1,0.0,0.0,Negative,6,0,1
kode 127 error gabisa belanja online tolong diperbaiki error terus😭,1,0.0,0.0,Negative,10,0,0
gak asik... gak ada fitur urutkan harga,1,0.0,0.0,Negative,7,0,3
"now we have entered the era of AI AGI and AI ASI. I hope My Super Indo continues to improve and increase its capabilities to become a Super AI, a super AI that can do anything that exceeds humans, an AI that can improve and repair itself, an AI that can analyze and structure documents accurately and in detail to make training on itself or the output that will be produced, an AI that can be fully integrated into the entire system, an AI that can be fully integrated into humanoid robots.",5,0.28,0.6516666666666666,Positive,92,27,7
bagus,4,0.0,0.0,Positive,1,0,0
banyak gak iklan,5,0.0,0.0,Positive,3,0,0
"aplikasinya kenapa yaaa? bulan lalu order masih aman, sekarang kok susah banget. no internet terus, padahal dirumah pakai wifi. saya pikir harus di unistal dulu, ternyata didownload lagi tetep sama. apa ya yang salah? tolong bantuannya jika memang salah pada settingan di hp. tapi tolong diperbaiki jika aplikasinya yg bermasalah. terimakasih.",2,0.0,0.0,Negative,51,0,11
Super Indo mantapp!!!,5,0.6510416666666665,0.6666666666666666,Positive,3,2,3
"Pelayanan buruk, saya sudah bilang dari awal mempunyai member tapi tidak di input!!!, dibilang lupa kacau kasir Super Indo Cabang THB bekasi jadi tidak dapat benefit dari member payah",1,0.3333333333333333,0.6666666666666666,Negative,29,7,5
pleaselah klo buka aplikasi itu tolong lgs diarahkan ke superindo yg bs melakukan belanja online. jd bulak balik terus dan itu menggangu,2,0.0,0.0,Negative,22,0,1
Min tolong cabang depok cipayung jaya pesanan onlineantar kerumah. penting banget,5,0.0,0.0,Positive,11,1,1
"lengkap,mudah,murah,dan selalu banyak promo....",5,0.0,0.0,Positive,4,0,7
di aplikasi superindo tertulis pembayaran kadaluarsa?? Padahal di shopepay uang saya sudah minus dan tertulis pembayaran berhasil dan diterima oleh PT Super Indo. Bagaimana tanggung jawabnya ya? Di aplikasi superindo pun tidak ada pilihan refund untuk pengembalian uang,1,0.11666666666666665,0.3833333333333333,Negative,38,7,4
sangat memuaskan blnja di superindo,5,0.0,0.0,Positive,5,0,0
Belanja hemat n murah.. Excellen aplikasi..,5,0.0,0.0,Positive,6,2,4
ok,5,0.5,0.5,Positive,1,0,0
pelayanannya baik ramah2 apa lagi security nya ganteng2,5,0.0,0.0,Positive,8,0,0
superindo sering sering diskon,5,0.0,0.0,Positive,4,0,0
"download apk nya krna ada yg mau d beli tp gbisa kesana. tp pas udh masuk knp trs trsan tulisan nya 'tidak ada koneksi'? padahal aku pake wifi di rumah, udah nyoba pake data doang jg ttp sama",4,0.0,0.0,Positive,38,0,5
info promonya ok,5,0.5,0.5,Positive,3,0,0
user frendly,5,0.0,0.0,Positive,2,0,0
notifnya bikin kaget,2,0.0,0.0,Negative,3,0,0
"hallo kenapa aplikasi super indo ga BS di buka ya,yg super indo di grab ga ada problem tu",3,0.3333333333333333,0.6666666666666666,Neutral,18,2,1
cukup baik,4,0.0,0.0,Positive,2,0,0
Proses pesanan dan pengiriman gak jelas.,1,0.0,0.0,Negative,6,1,1
harga lumayan kompetitif,3,0.0,0.0,Neutral,3,0,0
"super indo sangan terjangkau untuk kalangan bawah,menengah,dan atas. toko nya banyak di tiap daerah,dan untuk pelayanan sangat ramah,juga tempat nya sangat nyaman untuk berbelanja.",5,0.3333333333333333,0.6666666666666666,Positive,24,0,6
top,5,0.5,0.5,Positive,1,0,0
"pelayanan cepat ,SPG ramah. banyak promo kadang- kadang.",5,0.0,0.0,Positive,8,3,4
banyak promo,5,0.0,0.0,Positive,2,0,0
Banyak promo terutama JSM,5,0.0,0.0,Positive,4,4,0
belanja di super indo mudah dan banyak discount na,5,0.3333333333333333,0.6666666666666666,Positive,9,0,0
"Superindo sangat nyaman , lengkap dan penuh kejutan discount... sehat dan bahagia pokoknya...",5,0.0,0.0,Positive,13,1,7
baik,5,0.0,0.0,Positive,1,0,0
Bagus,5,0.0,0.0,Positive,1,1,0
tetap semangat sukses selalu,5,0.0,0.0,Positive,4,0,0
good aplikasi,5,0.7,0.6000000000000001,Positive,2,0,0
murah meriah,5,0.0,0.0,Positive,2,0,0
memudahkan berbelanja krn hampir semua kebutuhan rumah tangga khususnya unt dapur tersedia.,5,0.0,0.0,Positive,12,0,1
istimewa,5,0.0,0.0,Positive,1,0,0
belanja lebih dekat dan mudah,5,0.0,0.0,Positive,5,0,0
"makin kesini makin susah dibuka aplikasinya, bahkan sekarang ini log out sendiri saat dibuka. sudah coba refresh hp gak berhasil, sudah coba uninstall kemudian download ulang dan login lagi, tetap saja tidak bisa, tetap log out sendiri. hp saya android 10 emang udah gak support?? kalau emang gak bisa di akses ya sudah, belanja di alfa/indo aja. developer aplikasinya seperti sengaja sabotase nih..",1,0.0,0.0,Negative,63,0,13
mantap,5,0.0,0.0,Positive,1,0,0
"sering disebut tidak ada sinyal padahal buka aplikasi lain bisa, tolong dibuat ada nada notifikasi lain yg lebih selow utk dipilih",1,0.0,0.0,Negative,21,0,1
notifnya bikin kaget.. 😄😄,5,0.0,0.0,Positive,4,0,2
"PENIPUAN. APLIKASI BAPUK. UDAH ORDER PESANAN AYAM MENTAH 3JAM YG LALU, GAK DIANTAR. DITELP GAK BISA PADAHAL UDAH LUNAS DIBAYAR.",1,0.0,0.0,Negative,20,102,5
"gak jelas. internet udah nyala, wifi nyala. mau buka app notifnya gak ada internet. padahal buka web dll lancar aja gak ada kendala.",1,0.0,0.0,Negative,23,0,5
"aplikasi tergajelas, stuck di menu daftar/login apk gajelas",1,0.0,0.0,Negative,8,0,2
murah dgn barang bagus.,4,0.0,0.0,Positive,4,0,1
superindo okee,5,0.0,0.0,Positive,2,0,0
memuaskan,5,0.0,0.0,Positive,1,0,0
Super Indo mempermudah tuk berbelanja segala kebutuhan karna selain barangnya kumplit juga suka banyak yg disconya.saya suka banget,5,0.3333333333333333,0.6666666666666666,Positive,18,2,1
aplikasinya bagus,5,0.0,0.0,Positive,2,0,0
good,5,0.7,0.6000000000000001,Positive,1,0,0
belanja nyaman dan awal bulan selalu ada diskon kebutuhan sehari sehari penataan barang mudah diakses pelayanan bagus berlangganan sudah lama diatas 15 tahun.Semoga superindo selalu bisa masyarakat dengan baik.,5,0.0,0.0,Positive,29,1,2
pelayanan kasir bagus dan cepat,5,0.0,0.0,Positive,5,0,0
netral,3,0.0,0.0,Neutral,1,0,0
good,5,0.7,0.6000000000000001,Positive,1,0,0
"belanja dekat dari rumah, harganya murah dan staff nya ramah ramah",5,0.0,0.0,Positive,11,0,1
ok,5,0.5,0.5,Positive,1,0,0
bagus👍👍👍👍,5,0.0,0.0,Positive,1,0,0
"sebenernya sih soal harga dan pelayanan bagus ya, saya termasuk langganan belanja setiap minggunya, tapi baru kali ini kecewa ma driver dari Grab nya, saya minta tolong loh, buat naruh paket saya di lantai 2, posisi saya lagi gendong anak usia 1th dan sedang hamil, si driver dah saya minta tolong, dengan sopan dan halus, "" pak tolong taruh atas lantai 2 ya, kok ketus bgt bodo amat, saya kasih alasan loh saya sedang hamil pak, eh langsung kabur tanpa basa basi, astaghfirullah gak ada empatinya",3,0.0,0.0,Neutral,86,1,13
kereeeen!!!,5,0.0,0.0,Positive,1,0,3
"Superindo tempat belanja yg nyaman,praktis, murah dan dekat dengan rumah",5,0.0,0.0,Positive,10,1,2
belanja d superindo buah dan sayurnya segar dan fres,5,0.0,0.0,Positive,9,0,0
baik,4,0.0,0.0,Positive,1,0,0
bagus,5,0.0,0.0,Positive,1,0,0
pelayanan bagus dan pengantaran cepat sukses selalu dan tetap berjaya My Super Indo,5,0.3333333333333333,0.6666666666666666,Positive,13,3,0
Top Markotop 👍👍👍,5,0.5,0.5,Positive,3,2,0
sangat memuaskan aplikasinya dan transaksi dan pelayanan yang diberikan cukup baik,4,0.0,0.0,Positive,11,0,0
good,5,0.7,0.6000000000000001,Positive,1,0,0
lebih mudah berbelanja,5,0.0,0.0,Positive,3,0,0
city not supported mulu padahal jarak antarnya kurang dari 1km 😒,1,0.0,0.0,Negative,11,0,0
puas bgt belanja di superindo segala macam discount sangat lengkap,5,0.0,0.0,Positive,10,0,0
"ga jelas dia, logout sendiri, masuk ke akun sendiri juga ga bisa",1,0.0,0.0,Negative,12,0,2
mantap,4,0.0,0.0,Positive,1,0,0
belanja di superindo mantab 👍,5,0.0,0.0,Positive,5,0,0
mantap promo selalu ada setiap hari,5,0.0,0.0,Positive,6,0,0
pelayanan kasir dan yang lain ditingkatkan 👍,5,0.0,0.0,Positive,7,0,0
sangat membantu konsumen dalam belanja kebutuhan rumah tangga.,5,0.0,0.0,Positive,8,0,1
bagus,5,0.0,0.0,Positive,1,0,0
pelayanannya bagus,5,0.0,0.0,Positive,2,0,0
ok,4,0.5,0.5,Positive,1,0,0
promonya heboohh,5,0.0,0.0,Positive,2,0,0
mantap,5,0.0,0.0,Positive,1,0,0
memuaskan melihat promo dan katalog belanja,4,0.0,0.0,Positive,6,0,0
"parkir luas,,tempatnya nyaman,,paling favorit beli ikan bisa dibakar gratis",5,0.0,0.0,Positive,9,0,4
sangat puas berbelanja di Supperin do,5,0.0,0.0,Positive,6,1,0
"selalu ada promo menarik dan yang saya suka , super indo suka menjual lauk matang , membantu sekali untuk makan keluarga kami",5,0.3333333333333333,0.6666666666666666,Positive,22,0,2
"barang keperluan se hari2 cukup lengkap, pelayanan baik",4,0.0,0.0,Positive,8,0,1
sejauh ini bagus,5,0.0,0.0,Positive,3,0,0
banyak promo belanjanya. Deket rumah pula,5,0.0,0.0,Positive,6,1,1
kasirnya ramah,5,0.0,0.0,Positive,2,0,0
banyak promo dengan harga murah,5,0.0,0.0,Positive,5,0,0
cocok kl mau belanja kebutuhan rumah,5,0.0,0.0,Positive,6,0,0
"sangat nyaman belanja di superindo, banyak promo2 juga.. trimakasih superindo",5,0.0,0.0,Positive,10,0,3
memudahkan untuk berbelanja dengan harga terjangkau,5,0.0,0.0,Positive,6,0,0
"sama2 antri di kasiran, ada kasir yg barusan buka, dia nyilahkan kita2 buat kesana, aku duluan yg sampe kesana, lha kok ditolak, katanya orang lain duluan yg lebih berhak, lha emang kita ini bukan pembeli yg berhak dilayani? kok pilih kasih!! lokasi di Superindo Ungaran, kasirnya dihijab, brengsek bener!",1,0.0,0.0,Negative,49,2,12
"Karyawan nya ramah2, pertahankan terus, harga banyak diskon yang membuat semangat belanja, buah2an nya, juga ikan2 nya selalu fresh. Pokoknya Super Indo maaantaaab",5,0.31666666666666665,0.5833333333333333,Positive,23,4,5
Bagus,5,0.0,0.0,Positive,1,1,0
sangat bagus membantu mempermudah pekerjaan,5,0.0,0.0,Positive,5,0,0
bagus dan cepat,4,0.0,0.0,Positive,3,0,0
Aplikasi paling dibutuhkan oleh emak-emak mageran seluruh Indonesia kayak nya... keren banget... belanja online di my super indo paling the best deh...,5,0.6666666666666666,0.4833333333333333,Positive,22,2,10
pembaruan mloloooooooo..capeeeeekkk dehhh,2,0.0,0.0,Negative,3,0,2
berkat download app superindo.. alhamdulillah dapet gift poin Wok pan idaman..,5,0.0,0.0,Positive,11,1,4
Saya senang belanja di super indo soalnya kadang2 ada promonta,5,0.3333333333333333,0.6666666666666666,Positive,10,1,0
fresh n lega..,5,0.3,0.5,Positive,3,0,2
pelayanan cepat & ramah,4,0.0,0.0,Positive,4,0,1
ok,5,0.5,0.5,Positive,1,0,0
memudahkan untuk mengecek harga barang,5,0.0,0.0,Positive,5,0,0
mudah murah dekat,5,0.0,0.0,Positive,3,0,0
Belanja murah dapat hadiah panci,5,0.0,0.0,Positive,5,1,0
diskon ongkir nya donk,5,0.0,0.0,Positive,4,0,0
sangat baik,5,0.0,0.0,Positive,2,0,0
diperbaharui terus biķin bosen pakenya,1,0.0,0.0,Negative,5,0,0
cukup baik,4,0.0,0.0,Positive,2,0,0
baik,5,0.0,0.0,Positive,1,0,0
dengan adanya aplikasi ini kita jadi mengetahui promo² yg ada di superindo,5,0.0,0.0,Positive,12,0,0
"mempermudah biar ga langsung ke store alias online dan dalet harga member tentunya heheheh tapi sayangnya kadang proses nya lama kayak misal kita udah bayar nah itu lama banget untuk di antarnya busa 1~2 jam, dan sayang banget andai saja bisa payment Virtual acount di banyakin lagi bank nya, ga semua ngerti pake isi nomor debit card",5,0.0,0.0,Positive,57,1,3
Semangat,5,0.0,0.0,Positive,1,1,0
lumayan lengkap,4,0.0,0.0,Positive,2,0,0
"bagus, sangat membantu",5,0.0,0.0,Positive,3,0,1
nice place for shopping,5,0.6,1.0,Positive,4,0,0
sangat mudah digunakan dan membantu cek harga promo,5,0.0,0.0,Positive,8,0,0
pelayanan baik..,5,0.0,0.0,Positive,2,0,2
memudahkan segala kebutuhan Anda,5,0.0,0.0,Positive,4,1,0
"Notivikasi terlalu mengganggu, berisik",5,0.0,0.0,Positive,4,1,1
diskon member sangat membantu,5,0.0,0.0,Positive,4,0,0
"Belanja disuperindo sangat mudah, semua kebutuhan ada dan banyak discount yg sangat meringankan emak² dan sangat menguntungkan, mantabs....",5,0.0,0.0,Positive,18,1,6
"kenapa barang baru promo,tapi stocknya tidak pernah ada",4,0.0,0.0,Positive,8,0,1
sebagai tempat belanja kebutuhan keluarga yang aman dan terpercaya,5,0.0,0.0,Positive,9,0,0
cara mudah mengetahui info terupdate dari Superindo 👍🏻👍🏻👍🏻👍🏻👍🏻 yang sangat membantu.,5,0.0,0.0,Positive,11,1,1
sangat menyenangkan belanja di super indo,5,0.3333333333333333,0.6666666666666666,Positive,6,0,0
"Banyak promo dan pelayanan samgat bagus barangnya juga bagus""",5,0.0,0.0,Positive,9,1,1
"ada barang yang tidak tersedia, harus customer yang mengajukan pengembalian dana, sedangkan saya payment menggunakan Shopee pay, pengambilan dana harus melalui rekening, knp ga otomatis dana di kembalikan ke shopee pay kalo barang nya kosong? ga semua orang menggunakan rekening bank, dan kalo pengambilan dana hanya melalui rekening bank knp ada payment melalui virtual akun? order barang dari jam 5 sore nyampe jam 9 malam, nyesel ini pertama dan terakhir kali pakai aplikasi Superindo",1,0.0,0.0,Negative,74,2,8
Stok Toko tidak sesuai dengan Stok di aplikasi sehingga saya harus menerima refund untuk promo yg saya sudah pesan online,1,0.0,0.0,Negative,20,3,0
sangat murah belanja di sini,5,0.0,0.0,Positive,5,0,0
belanja di super indo nyaman,5,0.3333333333333333,0.6666666666666666,Positive,5,0,0
tempatnya nyaman dan complet,5,0.0,0.0,Positive,4,0,0
"Bunyi nada notifnya bikin kaget, plis ganti yg lbh soft, atau adakan pilihan ringtone, jd bisa pilih ringtone sendiri.",5,0.1,0.35,Positive,19,1,4
membantu,5,0.0,0.0,Positive,1,0,0
"sangat mudah, dan tempat tidak jauh dari rumah.",5,0.0,0.0,Positive,8,0,2
"pas ada promo, murah banget.",5,0.0,0.0,Positive,5,0,2
"pokonya belanja di superindo nyaman dan murah2, selaku banyak promo..",5,0.0,0.0,Positive,10,0,3
saya suka belanja di super indo .,5,0.3333333333333333,0.6666666666666666,Positive,7,0,1
sangt membantu,5,0.0,0.0,Positive,2,0,0
notifikasinya JELEK BANGET WOI GAK BISA KAH Buat sound yg lebuh enak didenger. ganggu bener sumpah,2,0.4,0.4,Negative,16,25,1
banyak promosi belanja di superindo,5,0.0,0.0,Positive,5,0,0
mantaaap,5,0.0,0.0,Positive,1,0,0
bagus barang lumayan lengkap walaupun pengiriman kadang agak lama cuma saran aja kalau memang dibikin apk online gini drivernya mending pake dari pihak superindo aja soalnya pake ojol suka dapet driver yg kurang ramah jd bikin kapok belanja pdhl dari superindonya udah baik pelayanannya,4,0.0,0.0,Positive,44,0,0
Awesome,5,1.0,1.0,Positive,1,1,0
Good,5,0.7,0.6000000000000001,Positive,1,1,0
good,5,0.7,0.6000000000000001,Positive,1,0,0
"aplikasi suka ngadat. beberapa hari nda bisa. pernah refund 2x, tapi uang nda balik. uda ditanyain bank nya, dikonfirm belum dibalikin sih sama superindo",1,0.0,0.0,Negative,24,0,5
"Mengapa saya tidak bisa memakai atw belanja online lagi , sebelum komplen salah kirim pesanan , waktu itu saya pesan mama lemon 1500Ml tapi yang di kirim Mama lemon 950Ml jadi saya komplain tapi setelah saya komplain ,saya tidak bisa cek out order di aplikasi My superindo , padahal belanja online bisa mempermudah , sampai saya hapus instal dan install ulang tapi tetap tidak bisa, Terimakasih 🙏🏻🙏🏻",2,0.0,0.0,Negative,67,6,6
masih termurah,5,0.0,0.0,Positive,2,0,0
Sangat puas belanja di Super Indo,5,0.3333333333333333,0.6666666666666666,Positive,6,3,0
Superindo banyak promonya,5,0.0,0.0,Positive,3,1,0
"Aplikasi Jelek, Gabisa pesan dan bayar via aplikasi. Alasannya,Server sedang bermasalah. Kalah sama Apk Minimarket yang hampir ga pernah bermasalah saat pemesanan via aplikasi.",1,0.0,0.0,Negative,24,8,5
good,5,0.7,0.6000000000000001,Positive,1,0,0
lengkap semua tersedia,5,0.0,0.0,Positive,3,0,0
Barangnya lengkap dan berkualitas,5,0.0,0.0,Positive,4,1,0
the best 💕,5,1.0,0.3,Positive,3,0,0
"mantap,member banyak promonya",5,0.0,0.0,Positive,3,0,1
"Aplikasi Belanja Online nya Posisi Pembeli diarahkan ke Cabang Superindo terdekat saja. Saya posisi di karawang tidak bisa belannja dicabang Cirebon dikirim di rumah cirebon. diarahkannya selalu ke Superindo karawang karena posisi saya di karawang. kalo sama Indomaret satu PT tidak ya, karena aplikasi Indomaret sudah bisa aplikasi belanja dari luar wilayah.",1,0.0,0.0,Negative,52,14,5
Belum dapat keuntungan. belum paham..,3,0.0,0.0,Neutral,5,1,3
aplikasi ini sangat bagus dan Recomend bgt sihh kini superindo telah menghadirkan 5 cara kami Membantu anda daLam BerbeLanja 1. diawaLi dgn Super Promo 2. Fresh deaL (Produk SeLaLu Segar) 3. Ada Sticker JempoL Merah yg BertuLiskan Murah Terus dan Pastinya Terus Murah Setiap Harinya 4. Ada Membernya PuLa My Superindo dan 5. ada Program Tebus Murahhh Pokoknya Senang bgt dechh ajak family berbeLanja DiSuperindo thanxs Super indo your is The Best,5,0.49166666666666664,0.5333333333333332,Positive,72,46,7
bagus d mendukung . kasir sy harap ramah d melayani konsumen dg sabar trims,5,0.0,0.0,Positive,14,0,1
bahan bagus dan segar,4,0.0,0.0,Positive,4,0,0
segar segar barangnya,5,0.0,0.0,Positive,3,0,0
Produk produk ny memang pilihan 👍👍,5,0.0,0.0,Positive,6,1,0
modus kupon malah PO tp gak diemail tahu² telat ga ada kabar. penipuan gak sih?,1,0.0,0.0,Negative,15,2,2
belanja di superindo nyaman parkir luas slalu byk promo hrg relatif yg penting nyaman,5,0.0,0.0,Positive,14,0,0
aku pelanggan setia Superindo . seneng banget nyobain smua Superindo dmnapun itu . krna lengkap banget smua ada di Superindo ..,5,0.0,0.0,Positive,21,3,4
belanja di superindo semuanya dan ada harganya terjangkau,5,0.0,0.0,Positive,8,0,0
saya puas blanja di superindo,5,0.0,0.0,Positive,5,0,0
"komplit dg barang yg baru & banyak promo tiap harinya ganti super Indo kebanggan kita smua, jaya laris terus 🤲👏",5,0.3333333333333333,0.6666666666666666,Positive,20,1,2
bagusss sangat membantu,1,0.0,0.0,Negative,3,0,0
kami puas atas pelayanan y n barang2 yg ada d superindo...,5,0.0,0.0,Positive,11,0,3
sangat bagus,5,0.0,0.0,Positive,2,0,0
pelayanan excelent,5,0.0,0.0,Positive,2,0,0
baik,5,0.0,0.0,Positive,1,0,0
Tempat pembelanjaan yang komplit& nyaman dgn harga2 promo yg fantastis.,5,0.0,0.0,Positive,10,1,2
"barangku banyak yang di refund tapi uangnya gak ada yang dikembalikan. Bukankah di tulisannya uangnya akan di kembalikan?, tapi gak ada yang di kembalikan sama sekali uang refundnya",3,0.0,0.0,Neutral,28,1,3
"SUPERINDO CCR MOD yh lebih berpihak ke custm dari pada ke tugas SC karna sewaktu saya jaga di entrand ada custm yg mau kluar hbs belanja itu antena eas bunyi pas saya mau cek custm trsbut manggil mod pk sol. lalu kt mod yh sruh biarin kluar ke custm itu jngn mentang"" custm tersebut pelanggan. tugas ya tugas harus di jln kn dari situ ajh untuk team sc merasa gk di anggap",2,0.20000000000000004,0.4000000000000001,Negative,72,17,3
baru x ini kacau promo g jelas dan kadang beli sgini hrg beda kayake promo hanya pemanis saja kalu niat di promokan y promo lh beli segini g mending ke Hypermart promo jelas murah jgdan bebas mau beli brpa.,1,0.0,0.0,Negative,39,1,1
selalu fresh dan menarik promonya.,5,0.3,0.5,Positive,5,0,1
oke,5,0.0,0.0,Positive,1,0,0
