content,score,sentiment_rating,emoticon_happy_emoticon,emoticon_sad_emoticon,emoticon_wink_emoticon,emoticon_love_emoticon,emoticon_emoji_smile,emoticon_emoji_sad,emoticon_emoji_angry,caps_count,url_count,email_count,hashtag_count,mention_count,complaint_technical_issues,complaint_quality_issues,complaint_missing_features,complaint_performance_issues,complaint_security_concerns,complaint_payment_issues,complaint_customer_service,complaint_total,is_complaint,review_type
"aplikasinya enakk, worth to download, udah gitu superindo emang best buat belanja. kualitas barang yg dijual selalu bagus, tapi harga masih terjangkau dibanding supermarket lain.",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
aplikasi bagus,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Aplikasi bagus dan membantu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Pelayanan baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Top markotop pokoke super indo, pelayanannya bagus, ramah & memuaskan 🫰🫰🫰",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Banyakin discount nya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Kereennnn,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bagus.. Kekuranganny kadang donline ga semua ada Lebih puas belanja offline Atau lebih di perbaiki lg untk app Supaya offline/online sama2 puas belanja kebutuhan bisa ad semua.. Conth kaya sayur jgn dbatasi Tempe donline stok kosong offline banyak Ikan2 ayam dll..,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Pelayanannya bagus, sering ada diskon , pokoknya mantap",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
B aja tpi sering di suruh utk update pdhl apk isinya B aja,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Senin di upgrade kamis di upgrade lagi. Kayaknya memang harus banyak dibenahi . Jadi lebih baik diujicoba dulu sebelum dipublikan,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sangat di permudah dan membantu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Puas belanja di Superindo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Oke,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Belanja lengkap dan selalu segar,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bagus dan sangat terbantu sekali untuk melihat promonya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"Tiap bulan kudu diperbaharuin terus, kalaw ga nnt ga bisa dipke 🥹🥹",3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Makin hemat blnja disuperindo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Murah dan Freshhh everyday,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bagus tp sering update terus,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Alhamdulillah cepat direspon, driver ojol pengiriman membawa kembali barang ke Toko Superindo Ronggowarsito dan pengiriman langsung dikirim kembali sesuai barang yang dipesan. Untuk kedepannya mohon untuk ditingkatkan lagi dalam pemesanan onlinenya. QC lebih diketatkan lagi..tks",4,Positive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Nice,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Saya sering ke Superindo utk beli susu kotak full Cream 1 ltr an Krn sering hl okrga promo & dekat gereja,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Mantap 👍👍👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Parkir nya luas , berbayar. Tukang parkir suka bantuin angkat belanjaan. Pelayanan bagus. Banyak promo di cab Sawojajar. Recommended",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"Sistem membernya ribet.. Kalo daftar apk ga otomatis jadi member.. Harus datang ke store offline dulu buat minta kartu member baru di masukin ke APK... Kalo apk sebelah waktu daftar ada pilihan masukan member atau no HP.. Kalo no hpnya ga terdaftar member otomatis bakal jadi member baru, dapat kartu digital juga..",2,Negative,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Maaf ya superindo, tapi saya kecewa anda jual anggur shine muscat yang udah terkontaminasi residu pestisida berbahaya. Dan boom berita itu muncul h+1 setelah kalian terjun bebaskan harganya. Dan ya, anda ngejual racun. Dengan nutup kolom sosmed anda, tanpa adanya klarifikasi sudah membuktikan anda mengakuinya. Sangat kecewa.",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,True,mixed
Sangat berguna kalau ada yg promo produk superindo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Sangat membantu untuk berbelanja,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Cara tukar/pakai hadiah kupon Superindo yang ada di aplikasi gimana ya,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Sip lah. Bisa jadi langganan t4 belanja..,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Tidak bisa login,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,mixed
"bintang 3 dulu yaa, soalnya saya cari untuk pilihan ""pick up in store"" tidak ketemu. buat pengguna lain, apakah bisa dibantu tunjukkan dimana menu pickup in store sebelum melakukan pembayaran?",3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,mixed
Belanja di superindo nyaman tempatnya bersih harga terjangkau,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Good,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Segar dan hemat,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Dg adanya aplikasi membantu sekali jadi lebih mudah belanja dari rumah jg staff nya ramah terutama super indo pondok bambu jakarta timur responnya cepat Suka sekali dg aplikasi ini jg super indo pondok bambu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Update muluuu,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Mantab,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Susah liat detail foto (zoom) katalog mingguan,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Aku suka belanja di sini🥰🥰,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
registrasi member susah,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Pembaruan terooosss.. pembaruaan muluuu.. pembaruan lageee.. pas mau dipake minta pembaruan terooss,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,request
"Saya sering belanja langsung ke Superindo Pdk Kelapa, sy mau coba dg on line.",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Murah segar,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Belanja cepat dan banyak promonya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
uky,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Lengkap dan ramah,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Good,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Nice,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Pegawainya ramah2,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Tempat berbelanja lengkap dan kualitas barang terjamin,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Suka bgt belanja disini, produk lengkap fresh juga Tapi syg bgt kalo scan me ga dapet apa2, kenapa ga dijadiin point aja lumayan bisa buat potongan belanja",4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Knp update² trs siiih... Klo nggak di update gabisa buka aplikasi. Yg jd nya mau belanja liat promo tp gabisa. Kasian tau orang² yg hp nya uda full memory gabisa update app,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,True,informational
puas belanja di my super indo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Belanja Nyaman,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"App belanja kesayangan. Produknya berkualitas, harga terjangkau, banyak promo 😍😍👍👍. Gercep juga 👍",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Semoga manfaat. Bwt info produk dan promonya. Terima kasih,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Mohon di lengkapi katalog harga terupdate,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,request
"Buat apa dibuat e-commerce kayak gini kalo ga guna, pesanan saya sudah mau 5jam tidak sampai². Saya belanja di Superindo paradise walk mall, status pesanan dari 5jam yg lalu masih saja sama ""pembayaran sudah berhasil"" tidak berubah ke pengiriman atau langkah selanjutnya. Saya hubungi call center ga diangkat² padahal nyambung. Saya chat pelayanan jg yg balas Bot, buat apa ada fitur live chat kalo kaga ada admin yg standby. Nauzubillah, bukannya mempermudah malah makin mempersulit hidup orglain.",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,True,mixed
Belanja dg harga yg pas dan kelengkapan barang yg dibutuhkan....temapatnya nyaman dekat dg rumah....,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Sangat membantu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Tingkatkan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Ngasih bintang 1 dulu, ntar di edit kalau proses refund dana (yg sudah sebulan lebih tidak ada kejelasan) dikembalikan.",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True,informational
"Aplikasi nya sangat informatif dan sangat mudah di mengerti , tapi sayang sekali tidak ada sistem pengumpulan poin seperti di aplikasi2 belanja yang lain",4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True,informational
Terlalu sering perintah update apl...,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Kalau belanja d Superindo. Pokoknya puas. Dgn harga yg terjangkau tetapi produk nya bagus . Saya dari dulu langganan Superindo Pancoran 😃😃😃,5,Positive,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"Sangat nyaman, menyenangkan, banyak diskom",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Update terus...,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Aplikasi dari Superindo yang paling mudah dipakai daripada aplikasi toko sebelah. Jelas mana saja barang yang lagi promosi.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Gud,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Superido mangkin canggih beri kamu penjelasan tentang bintang.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Ini aplikasi retail yang selalu berkembang sesuai kebutuhan pelanggan nya, customer oriented bgt deh kamuh",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Gak jelas ! Sejelas-jelasnya ! Terima kasih.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Banting diskonnya murah.. fresh dan lengkap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Gk terlalu berpengaruh d saya,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Superindo mantaaap 👍 promo promo menarik diskon menarik @ardhi_aji,5,Positive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,other
Tokonya dekat dengan rumah Sering banyak promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Berbelanja jadi semakin mudah,banyak diskon menarik dan menguntungkan.",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bagus tp dikit2 minta update terus hahaah,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Adem aja belanja disini,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Good,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Superindo paling super,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Barangnya tidak pernah mengecewakan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,True,complaint
info promo sangat bermanfaat,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Top,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Belanja di superindo sangat senang banyak promo buah dan ikan fresh layanan ramah tamah dan baik bilang a di mintai tolong cepat responnya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Everything is ok👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Memuaskan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Belanja murah dan lengkap hanya di Super Indo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Kenapa ya skrg aplikasi superindo kok bntar2 hrus di update di play store masak tiap mau buka di suruh update ..makan waktu aja klo mau buka aplikasinya,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Menyenangkan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Good,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"bagus sih, kalau bisa setiap belanja dapat point potongan harga gitu jd lebih semangat belanja",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Kayak anak kuliahan yg baru belajar bikin aplikasi..,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Jujur saya baru 2 kali berbelanja di Superindo, pelayanan semua petugas ramah dan responsif, barangnya cukup lengkap, mengenai harganya terjangkau. Sangat recommended 👍👍 Untuk struk belanja langsung dikirim by email. Oke banget",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Siipp,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sering ada promo yg meringankan para konsumen.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Ramah,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
superindo supermarket the best 👍💯,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Ini kenapa ya aplikasinya setelah di update jd gk bisa di buka pakai data seluler harus pakai wifi aja?,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Lbih joss,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Saya suka Keperluan Keluarga ada semua.Praktis.,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
mantab,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bagus,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Mantap aplikasi my superindo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Abis di ugrade malah gabisa masuk,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Baik,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Harga lebih murah dari yg lain, banyak promo nya",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Keren,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
oke pake banget app nya .. memudahkan kita update harga promo terbaru,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Hemat dan Segar produknya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Bagus. Tapi waktu belanja gak pernah kepake soalnya gak pernah di tanya sama ksirnya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Banyak promo menarik tiap minggunya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sering kali update nya,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
Sangat berguna,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Selalu puas belanja di superindo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"parkir enak, pramuniaga ramah",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
mudah cepat dan mantab,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"Aplikasi nya oke, tapi nunggu barang nya lama banget.",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"asik belanja di sini, lumayan lengkap, kasir cepat dan sangat ramah",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Mantaf sangat membantu,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Belanja di Superindo... SuperLengkap👍👍👍👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Tempat berbelanja yang nyamanndan lengkap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Mau cek barang harus login dulu, udah login eh malah offline apk nya",2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Bagus, sangat bermanfaat dan praktis hemat waktu. Karena dalam satu tempat banyak pilihan untuk kebutuhan keluarga saya",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Harga mahal untuk kalangan menengah kebawah,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sistem pembayarannya bs di tambah dan klu bs bayar di tempat (cod) sperti aplikasi sebelah,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,True,other
Heraan dah. Minta update aplikasi truss.,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Terbaik pokoknya,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
"Tempatnya enak, milih"" barang nyaman karna tidak selalu di ikuti sama karyawan sekolah"" curiga , Khan ada cctv , ngapain harus di ikuti ya , Superindo memang pilihanku 👍👍",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Good,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Banyakin promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
swalayan sembako serba ada yg sangat mempermudah konsumen utk memenuhi kebutuhan dalam satu langkah,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,informational
"Pembatalan yang belum dibayar susah, harus nunggu waktu bayar sudah habis, setelah sudah habis, masuh belum gagal bayar. Promonya malah hilang. Aplikasi aneh.",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,True,informational
coba berlangganan siapa tahu belanja selaku dspat diskon👍👍👍👍👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Aplikasi terburuk yg pernah saya instal. Masa hbis daftar. Email n sandi benar E gagal mulu. Berkali kali,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Ok,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
"Saya sangat senang belanja di super indo khususnya Wadung asri..barang berkwalitas,harga terjangkau yg diperlukan,karyawan baik semua .....",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Promonya banyak sekali,4,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Pelayanannya bagus. Tapi promonya kurang banyakkk,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Belanja di superindo menyenangkan sering disc dan lokasinya dekat dengan rumah,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Super hemat,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Murah dan banyak promo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Best,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Membantu untuk belanja kebutuhan,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Banyak disc tiap minggunya mantap,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Aplikasi bagus utk hal belanja utk keperluan rumahtangga dll yang dekat dgn tempat tinggal,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,praise
Good,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
👍👍,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Baik,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
So easy,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
good,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Apk kok giliran masa promo gk bisa diakses 😵😵😵 sekelas superindo manage apk masa gk bisa,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Sangat membantu bisa belanja online dgn ongkir yang murah pula. Yang perlu diperbaiki adalah bagian checkout yang tidak bisa menyimpan list belanja apabila pembayaran gagal oleh satu dan lain sebab sehingga bila ingin berganti metode pembayaran atau top up harus mengulang membuat list belanja lagi. Apalagi klo daftar belanjanya panjang, bisa buang waktu. Lalu, kemampuan searchnya juga kurang. Apabila dua kekurangan ini diperbaiki, pengalaman belanjanya akan jauh lebih lancar.",3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,True,mixed
"Bagi ctm baru pengantaran selalu diarahkan ke gosend,tidak memberikan pilihan jasapengantaran yg lain kalo kita tidak klik,tolong diperbaiki.",1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
"Aplikasinya keren sih, tapi pengalaman selama make ini tuh barangnya lama banget sampenya. Ada yang setengah jam langsung sampe, tapi pernah hampir 2 jam baru sampe. Mohon untuk dijadikan bahan masukan dan perbaikan agar kedepannya jadi lebih baik yah.",5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Aplikasi ndk Jelas fungsinya apa orang katalog saja ndk bisa dibuka,1,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Happy banget karna skrng ada inspirasi resepnya. Semoga resepnya bisa bertambah terus setiap hari,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Kl promo ga bs di checkout,2,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Susah daftar nya GK bisa terus,1,Negative,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
jl raya Manukan Krajan blok 31 j no 5 Tandes Surabaya toko sumber rejeki,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Puas dengan adanya member dan bisa promo,3,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,mixed
Mantul,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
Sya sering belanja di Superindo,5,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,other
